,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect
27,1734,47,False,False,0,2832.2155467160683,1781.43994140625,4216.5498046875,131.05999755859375,-13232.7001953125,19391.99951171875,2065.7000732421875,592.2000122070312,5171.500244140625,-2983.9999389648438,0.0,-0.5929723598853647,1.2037972773460273,2.6101152117892545,76561198039309853,enpitsu,27.0,1912.030029296875,4106.77001953125,112.58999633789062,-3396.4999389648438,15496.800537109375,1803.6000061035156,1470.0,-4770.299987792969,2309.199981689453,128.0,255.0,,0.06455938913936919,2.0936167772063268,-0.6839809068499094,True,1,False,4,208.0,False,33.0,bf81d8692db,games5425898691,24.0,849.5399780273438,5317.77001953125,52.81999969482422,-2547.7000427246094,-6169.5001220703125,-3280.2999877929688,-177.90000915527344,5405.10009765625,-1001.2000274658203,255.0,0.0,,0.3727119412702021,-2.26303417463019,0.6631839971621536,True,42.0,False,12,False,10,,jamdef13,3351595734301454363,8.0,3709.860107421875,3442.1298828125,17.010000228881836,10667.80029296875,-8267.000122070312,2.3000000417232513,0.7000000029802322,-0.3999999910593033,-2206.300048828125,255.0,0.0,,0.009557633341822162,-0.7204915710306639,-7.787227045879458e-05,True,False,False,4,177.0,False,,CarGoesBrummm,4397455427977710418,10.0,1168.1500244140625,4048.919921875,136.7899932861328,9991.400146484375,-4327.699890136719,-4348.500061035156,2718.9999389648438,-2271.1000061035156,2034.2999267578125,211.0,255.0,,0.5146442074761868,-2.6165690334715266,-0.15417433687284904,True,8,False,25.0,False,8,
28,1789,49,False,False,0,1828.0938904842776,-186.50999450683594,3455.199951171875,97.94999694824219,2333.5000610351562,-4589.5001220703125,3679.5999145507812,3163.5000610351562,-2911.300048828125,-1785.0,0.0,1.1230429566240152,1.163246064787796,1.7868106145660096,bf81d8692db,games5425898691,24.0,-306.260009765625,3376.919921875,16.610000610351562,-1340.0999450683594,-4553.999938964844,-463.8999938964844,-435.9000015258789,-1567.2999572753906,950.9999847412109,0.0,128.0,,0.007703942732486795,-1.676116613386988,0.013384375682295065,True,10,False,12,0.0,False,,76561198039309853,enpitsu,27.0,1457.010009765625,4696.91015625,133.1199951171875,-1890.2000427246094,-2375.0,-4174.100036621094,1575.5999755859375,30.299999713897705,2189.499969482422,255.0,128.0,,-0.6208698785119454,3.074844921596222,0.06757132547137189,True,239.0,False,4,False,2,,jamdef13,3351595734301454363,8.0,2670.179931640625,2617.56005859375,17.010000228881836,-10570.999755859375,4301.700134277344,2.0999999344348907,0.3999999910593033,-0.3999999910593033,-0.5000000074505806,255.0,128.0,,0.009526187014455784,2.7549935127739635,5.3832133576755636e-05,False,False,False,4,207.0,False,,CarGoesBrummm,4397455427977710418,10.0,535.02001953125,3538.64990234375,17.010000228881836,-11383.499755859375,2003.699951171875,2.0999999344348907,0.7999999821186066,0.0,-239.69999313354492,255.0,128.0,,0.009577304880771803,2.940299921032286,0.00017690857961313264,True,8,False,25.0,False,8,
29,1828,51,False,False,0,2529.7602521005656,121.94000244140625,2824.080078125,141.60000610351562,9086.799926757812,-5240.30029296875,4339.89990234375,743.6000061035156,-1096.3999938964844,2342.2999572753906,0.0,0.43253360859331696,2.214287741114561,2.5784814929303423,bf81d8692db,games5425898691,24.0,-66.4800033569336,2881.14990234375,19.479999542236328,5821.5997314453125,-7704.4000244140625,2958.9999389648438,-2.3999999463558197,3.0000001192092896,1317.5,255.0,173.0,,0.009524671105592783,-0.8885586579838394,-1.0960661884661437e-05,True,10,False,13,31.0,False,,76561198039309853,enpitsu,27.0,937.4500122070312,3432.81005859375,17.030000686645508,-7126.199951171875,-16347.80029296875,0.7999999821186066,0.19999999552965164,0.5000000074505806,-49.099998474121094,255.0,255.0,,0.01677937840158167,-1.9872284030904146,6.537834434927783e-05,True,171.89483033713475,True,4,False,2,29.0,jamdef13,3351595734301454363,8.0,1041.8399658203125,3592.090087890625,17.010000228881836,-11228.1005859375,2639.1000366210938,2.3999999463558197,1.0999999940395355,-0.3999999910593033,2046.6999816894531,128.0,245.0,,0.009618865040538147,2.9437808921095927,0.00017857889647057498,False,False,False,4,207.0,False,,CarGoesBrummm,4397455427977710418,10.0,270.19000244140625,3557.469970703125,17.010000228881836,-2846.0000610351562,-2270.500030517578,2.0000000298023224,0.29999999329447746,0.0,1858.2000732421875,255.0,255.0,,0.00949153057231034,-2.5713575920444316,8.916841327260484e-05,True,8,False,25.0,False,8,
30,1873,52,False,False,0,3945.844075282288,1515.4300537109375,2016.75,142.7899932861328,5243.800048828125,2473.8999938964844,4981.499938964844,2481.4999389648438,4496.600036621094,1927.1000671386719,0.0,0.3884039505480685,2.3358739246601017,-1.184602657945911,bf81d8692db,games5425898691,24.0,1473.0899658203125,1879.5899658203125,40.5,4372.5,1367.5999450683594,3341.7999267578125,-452.2999954223633,-11.000000238418579,1631.9000244140625,128.0,216.0,,0.011196575291643111,0.3300656242016599,-0.00539284778011744,True,12,False,15,31.0,False,,76561198039309853,enpitsu,27.0,1873.0999755859375,1711.1800537109375,49.06999969482422,6651.9000244140625,1115.1000213623047,3517.60009765625,13.799999952316284,-1.7000000178813934,-784.0000152587891,128.0,255.0,False,0.016364968431959247,0.11145801660072614,0.0011885407090565941,True,131.0,False,6,False,3,,jamdef13,3351595734301454363,8.0,533.0599975585938,3581.39990234375,17.010000228881836,3827.2000122070312,6686.6998291015625,1.899999976158142,-0.19999999552965164,0.09999999776482582,0.0,0.0,128.0,,0.009710158863884816,-2.090592378745897,-5.325051847618495e-07,False,False,False,4,207.0,False,,CarGoesBrummm,4397455427977710418,9.0,1154.18994140625,2423.070068359375,17.010000228881836,11935.6005859375,-7756.500244140625,1.899999976158142,0.5999999865889549,0.0,0.09999999776482582,233.0,128.0,,0.00957781751078501,-0.576241872400164,-5.33109760137469e-05,True,8,False,0.0,False,8,
31,1927,54,False,False,0,4325.572977769147,2491.97998046875,2450.72998046875,171.1199951171875,-5841.5997314453125,6932.1002197265625,3753.9999389648438,-470.40000915527344,5370.30029296875,2633.9999389648438,0.0,0.6928581981772939,0.3172377974559225,2.1312129278927707,bf81d8692db,games5425898691,24.0,2633.530029296875,2342.64990234375,108.87000274658203,-1996.0000610351562,6428.800048828125,2503.699951171875,-5378.599853515625,-1136.1000061035156,-172.09999084472656,255.0,155.0,,0.8005746984513978,1.8318124203564046,0.021642129096419993,True,15,False,18,31.0,False,,76561198039309853,enpitsu,27.0,3402.719970703125,3063.419921875,17.059999465942383,4284.100036621094,10379.69970703125,2.5,-0.09999999776482582,-0.9000000357627869,2844.89990234375,255.0,255.0,False,0.016733738169114533,1.2981197102495043,5.309800249366446e-05,False,109.43060647800404,True,6,False,4,,jamdef13,3351595734301454363,8.0,-40.86000061035156,5408.169921875,18.84000015258789,-7955.9002685546875,6849.0997314453125,238.1999969482422,243.79999160766602,30.0,6.1000001430511475,128.0,128.0,,0.03624123889132198,-0.713738391610473,0.02910786827268936,False,False,False,4,207.0,False,,CarGoesBrummm,4397455427977710418,9.0,3476.75,908.5700073242188,17.010000228881836,12304.599609375,2274.499969482422,2.7000001072883606,0.09999999776482582,-0.3999999910593033,3250.5999755859375,243.0,243.0,False,0.009594960505696222,0.4249567705062049,1.1405710816412405e-05,True,8,False,0.0,False,10,
32,1983,56,False,True,0,2781.8762476222714,1498.8800048828125,3724.590087890625,138.1999969482422,-12452.80029296875,8357.19970703125,5295.8001708984375,-2564.2001342773438,5065.0,1941.6000366210938,0.0,-1.1862994155074789,0.7745711520638907,-2.0868269108541924,bf81d8692db,games5425898691,24.0,1604.5400390625,3681.6201171875,18.709999084472656,-11112.60009765625,5252.80029296875,2237.5,-336.5999984741211,-1565.0,-139.20000076293945,255.0,128.0,,0.023209047568751445,2.702610420722561,-0.003226514641531003,True,16,False,19,0.0,False,,76561198039309853,enpitsu,27.0,483.42999267578125,3266.3701171875,17.059999465942383,-20163.00048828125,-11062.099609375,1.1999999731779099,-0.29999999329447746,0.0,0.0,255.0,0.0,,0.016786573036343844,-2.6397936267126427,-2.4892580665307796e-05,True,166.0,False,6,False,4,,jamdef13,3351595734301454363,8.0,313.20001220703125,4918.0400390625,17.0,7754.7998046875,-8233.200073242188,3.6000001430511475,2.199999988079071,-2.0000000298023224,1265.2999877929688,252.0,178.0,,0.00953052184432239,-0.8230457937982883,0.00019040622090745374,,False,False,4,207.0,False,,CarGoesBrummm,4397455427977710418,9.0,3277.7099609375,3682.5,16.739999771118164,-9391.900024414062,12076.500244140625,63.20000171661377,22.899999618530273,-29.000000953674316,1968.3000183105469,255.0,255.0,,0.009523865886809164,2.294902462798504,0.0023181529587807826,True,10,False,27.86092907382596,True,12,
33,2031,58,True,True,0,306.79678570246654,-589.3300170898438,5148.81982421875,116.44999694824219,3816.400146484375,11698.1005859375,6812.5,266.3999938964844,-4322.300109863281,-4152.799987792969,0.0,0.4610771209621627,3.1075485741153113,0.928818236578936,bf81d8692db,games5425898691,24.0,-707.6500244140625,5066.02978515625,17.010000228881836,-1136.3999938964844,17407.80029296875,2.3999999463558197,0.19999999552965164,0.3999999910593033,-1968.0000305175781,255.0,0.0,,0.009613010551424593,1.5649377897087238,-3.5788931092122114e-05,True,18,False,20,0.0,False,,76561198039309853,enpitsu,27.0,-2060.260009765625,4605.7900390625,17.059999465942383,-4892.200012207031,16005.400390625,1.1999999731779099,0.09999999776482582,-0.5000000074505806,0.0,128.0,128.0,,0.01685692413202923,1.8674192337069142,4.226029881609924e-05,True,196.0,False,6,False,4,,jamdef13,3351595734301454363,8.0,868.02001953125,3105.050048828125,17.0,-1791.0000610351562,-990.5000305175781,3.3000001311302185,0.7000000029802322,0.0,-11.59999966621399,0.0,128.0,,0.009932170695948414,-2.6433906187780427,6.057152577615356e-05,True,False,False,4,191.0,False,,CarGoesBrummm,4397455427977710418,10.0,136.13999938964844,5250.14990234375,71.66999816894531,-20121.99951171875,10678.00048828125,-1552.5,-1621.0000610351562,-2108.0999755859375,-103.80000114440918,255.0,255.0,,-0.45895371808002744,2.874677265380027,-0.47938687726120094,True,12,False,0.0,False,14,
34,2288,58,False,False,1,5142.669653018014,-80.38999938964844,90.87000274658203,156.07000732421875,19.40000057220459,-11511.700439453125,8287.2998046875,-5569.7998046875,-1307.7000427246094,-1807.4000549316406,1.0,-0.5303400848331566,0.7818223974712021,0.46359538777884746,4397455427977710418,CarGoesBrummm,10.0,-70.66000366210938,-42.41999816894531,90.91000366210938,-13785.50048828125,4926.600036621094,2816.6000366210938,4742.9998779296875,-1825.5000305175781,-2102.5999450683594,255.0,255.0,,0.21619399309707416,1.3847046004369659,-0.6408806012373585,True,5,False,6,1.6625548588332348,True,,3351595734301454363,jamdef13,8.0,-3178.93994140625,-4112.60009765625,17.010000228881836,-11312.099609375,-6890.0,2.0999999344348907,-1.4000000059604645,-1.0000000149011612,1922.8999328613281,0.0,0.0,,-0.009613510954743302,2.4563359876659363,0.00017002461088810585,False,255.0,False,False,False,False,,enpitsu,76561198039309853,28.0,3107.909912109375,4102.43994140625,17.040000915527344,-413.1999969482422,-225.6999969482422,3.700000047683716,3.700000047683716,-2.0000000298023224,-570.0,255.0,0.0,,-0.016391225646537014,-0.9695789353339538,-0.00015294190311507757,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,24.0,-97.43000030517578,227.16000366210938,92.13999938964844,255.9000015258789,-12951.099853515625,-316.3999938964844,5253.800048828125,1001.3999938964844,-1282.2999572753906,128.0,128.0,,-1.3108858523294318,-1.406987296070139,-0.3132942166780362,True,3,False,0.0,False,4,
35,2289,58,False,False,0,5314.470660513233,80.37999725341797,-84.01000213623047,176.3300018310547,-885.5000305175781,7181.400146484375,5638.499755859375,5847.9998779296875,994.5999908447266,-900.4000091552734,0.0,0.6401385250164154,-0.9708070742180628,0.4758876135222863,bf81d8692db,games5425898691,24.0,102.2300033569336,-207.9600067138672,89.12000274658203,437.7000045776367,3020.4998779296875,69.89999771118164,-4510.899963378906,-2328.699951171875,369.00001525878906,128.0,132.0,,1.4138471612399748,-0.26006964106111813,-2.0666771781134994,True,3,False,4,0.0,False,,76561198039309853,enpitsu,28.0,-3107.909912109375,-4102.43994140625,17.040000915527344,413.1999969482422,225.6999969482422,3.700000047683716,-3.700000047683716,2.0000000298023224,-570.0,255.0,0.0,,0.016391225646537014,0.9695789353339538,-0.00015294190311507757,True,255.0,False,2,False,2,,jamdef13,3351595734301454363,8.0,3251.340087890625,4163.330078125,17.010000228881836,10462.80029296875,8178.900146484375,2.199999988079071,0.7000000029802322,0.5000000074505806,1965.3999328613281,0.0,29.0,,0.009613898596393503,-2.326109072832448,6.848605457816666e-05,False,False,False,False,255.0,False,,CarGoesBrummm,4397455427977710418,10.0,175.2100067138672,57.88999938964844,115.94999694824219,12437.099609375,1233.7000274658203,734.7000122070312,-1279.7000122070312,4200.7000732421875,-3311.4999389648438,233.0,255.0,,-0.6398647648906186,-1.4017617454535778,-1.179160184750111,True,5,False,0.0,True,6,
36,2351,60,False,True,0,3838.263625736636,-86.12999725341797,1388.1500244140625,210.05999755859375,1397.1000671386719,14506.400146484375,5906.6998291015625,5828.4002685546875,1234.1000366210938,-710.9999847412109,0.0,-1.016074335276362,0.21474606094283566,-1.8186089947995154,bf81d8692db,games5425898691,24.0,-111.3499984741211,1221.56005859375,69.81999969482422,-3158.2998657226562,16847.5,3398.0999755859375,-4599.89990234375,-845.8000183105469,-19.90000009536743,255.0,128.0,,0.12004386990110313,1.7522044669630166,-2.0248861230629272e-05,True,5,False,6,31.0,False,,76561198039309853,enpitsu,27.0,-1842.9300537109375,-2449.6201171875,17.040000915527344,1873.3000183105469,13370.0,4.399999976158142,0.0,-0.7000000029802322,2216.300048828125,255.0,255.0,,0.01674077867164013,1.4891047591407276,7.172060803860666e-05,True,255.0,False,2,False,2,,jamdef13,3351595734301454363,8.0,1915.3699951171875,4295.77001953125,17.010000228881836,-12973.800048828125,2396.6000366210938,2.0999999344348907,0.3999999910593033,-0.09999999776482582,-21.30000114440918,255.0,128.0,,0.009557630098995793,2.9557905290802546,5.770492516974738e-05,False,False,False,False,255.0,False,,CarGoesBrummm,4397455427977710418,10.0,1872.0799560546875,1103.719970703125,78.56999969482422,-9181.199951171875,16915.30029296875,2918.3999633789062,-4348.599853515625,-3308.2000732421875,628.6000061035156,255.0,128.0,False,0.19057524123381211,2.24200950419831,0.0016816854330771644,True,7,False,21.61751397707129,True,8,
37,2398,62,False,False,1,8974.601516493127,-90.02999877929688,-3780.27001953125,274.239990234375,13756.099853515625,-5104.89990234375,164.69999313354492,-1593.3999633789062,-5256.199951171875,2415.2000427246094,1.0,-0.8496399767752382,-1.6731780381117696,2.946474020579845,4397455427977710418,CarGoesBrummm,10.0,-226.55999755859375,-3831.97998046875,181.97999572753906,13914.69970703125,-11570.30029296875,2687.0001220703125,-328.49998474121094,4803.599853515625,-2658.3999633789062,255.0,255.0,,0.07276794189215488,-2.3680281054422405,-0.5349340200807645,True,9,False,10,0.0,False,,3351595734301454363,jamdef13,8.0,-326.2799987792969,-3911.239990234375,17.010000228881836,-2484.4000244140625,-1541.1000061035156,2.3000000417232513,-0.19999999552965164,-0.0,1641.0000610351562,0.0,1.0,,-0.009694558816611009,2.327248574336791,0.00012127977999285354,,255.0,False,False,False,False,,enpitsu,76561198039309853,28.0,3631.93994140625,1262.530029296875,17.040000915527344,7355.30029296875,-11557.7001953125,4.399999976158142,0.09999999776482582,-0.19999999552965164,-2240.5999755859375,255.0,0.0,,-0.016752421933974828,-2.073284114944411,-2.4616539366678283e-05,True,2,False,2,255.0,False,,games5425898691,bf81d8692db,24.0,-160.19000244140625,-3702.06005859375,17.0,-10256.800537109375,-11023.900146484375,3.6000001430511475,0.5999999865889549,0.5999999865889549,1989.6000671386719,255.0,255.0,,-0.009599884299807642,-0.8790219775959199,8.439431902122944e-05,True,6,False,,False,6,
38,2457,64,False,False,1,9924.422810371763,2351.0400390625,-4677.18017578125,105.55000305175781,12979.89990234375,7876.9000244140625,2441.6000366210938,4282.300109863281,3915.0,-1527.7000427246094,1.0,-0.2645325947530392,0.11704482926032217,2.621174927205994,4397455427977710418,CarGoesBrummm,9.0,2253.949951171875,-4826.5,16.90999984741211,7635.0,6765.5999755859375,26.19999885559082,-63.20000171661377,-21.30000114440918,320.8000183105469,255.0,196.0,,-0.008058757412377264,2.4247888222675624,0.003416160232500405,True,10,False,10,0.0,False,,3351595734301454363,jamdef13,8.0,-1992.18994140625,-5102.990234375,821.8099975585938,-9102.100219726562,2.8999999165534973,3607.6998901367188,-1.4000000059604645,-2211.999969482422,0.5000000074505806,255.0,0.0,,0.38620980458767035,-0.010307983060016176,1.5667424817841102,False,255.0,False,False,False,False,,enpitsu,76561198039309853,27.0,3841.090087890625,-2353.72998046875,18.610000610351562,-1190.199966430664,-14788.800048828125,-29.90000009536743,13.700000047683716,154.79999542236328,41.99999809265137,0.0,128.0,,-0.02208387155831716,-1.4945815071844064,0.05156599943320625,True,2,False,2,173.0,False,,games5425898691,bf81d8692db,24.0,1719.0899658203125,-4225.919921875,92.83999633789062,16561.700439453125,4680.899963378906,-774.0000152587891,-1277.7999877929688,3802.7999877929688,-11.499999761581421,255.0,128.0,,1.0339516384597076,2.812444818183777,-0.005713605768209105,True,8,False,31.0,False,8,32.0
39,2479,65,False,False,1,9524.286159815912,3375.85009765625,-4055.780029296875,93.61000061035156,11718.299560546875,6480.0,1620.2000427246094,871.8000030517578,5779.000244140625,-1357.4000549316406,1.0,-0.6096533803497959,-1.184417674838575,-2.09030824659094,4397455427977710418,CarGoesBrummm,9.0,3061.139892578125,-4146.60009765625,96.25,22608.798828125,4066.6000366210938,-111.70000076293945,-4339.700012207031,3148.5000610351562,-1226.1000061035156,228.0,128.0,,0.8281245977284238,-0.36019434594252137,-2.6092793145686355,True,11,False,12,255.0,False,,3351595734301454363,jamdef13,8.0,-2650.090087890625,-5098.31005859375,466.04998779296875,-4082.60009765625,393.49998474121094,-12866.600341796875,-358.6000061035156,-2242.7000427246094,-625.6999969482422,255.0,0.0,,-1.3115487275775324,0.06245992379584749,1.587253900403705,True,255.0,False,False,False,False,,enpitsu,76561198039309853,28.0,3825.739990234375,-2541.580078125,17.979999542236328,363.3000183105469,5350.8001708984375,19.600000381469727,-4.600000083446503,-59.49999809265137,2.8999999165534973,0.0,255.0,,-0.021723019155831032,-1.4993460479361713,0.02822136471930186,True,2,False,2,173.0,False,,games5425898691,bf81d8692db,24.0,2943.550048828125,-4084.449951171875,18.950000762939453,16116.099853515625,-1249.7000122070312,327.59998321533203,178.09999465942383,325.2000045776367,602.7999877929688,255.0,176.0,,0.04298916766164985,-3.05653019754482,-0.11685000461558921,True,8,False,5.914907447753414,True,8,
40,2498,66,False,False,1,9321.450735324237,3996.489990234375,-3650.699951171875,248.02999877929688,38.90000104904175,4119.100036621094,5270.4998779296875,-1487.2999572753906,4722.200012207031,-3389.2999267578125,1.0,0.5755668859599875,-2.933602666605905,-0.8939287579703936,4397455427977710418,CarGoesBrummm,9.0,4037.5400390625,-3782.0400390625,378.4599914550781,5061.7999267578125,15879.200439453125,11863.299560546875,-1856.6999816894531,4708.299865722656,-2152.5,225.0,128.0,,0.5193060069399201,0.634870058580303,-2.487599226232543,True,12,False,12,255.0,False,,3351595734301454363,jamdef13,8.0,-2304.31005859375,-4723.16015625,17.0,10038.499755859375,6363.900146484375,6.899999976158142,-16.799999475479126,6.000000238418579,-371.3999938964844,255.0,115.0,,-0.00881471742090384,2.5925750047058167,0.00040306001445367676,False,255.0,False,False,False,False,,enpitsu,76561198039309853,28.0,3908.739990234375,-2004.449951171875,30.239999771118164,1908.6000061035156,10018.499755859375,570.8000183105469,-146.09999656677246,-1243.499984741211,95.29999732971191,0.0,128.0,,-0.07157037262691694,-1.363797507719601,0.296321454417736,True,2,False,2,173.0,False,,games5425898691,bf81d8692db,24.0,3998.989990234375,-3970.64990234375,282.80999755859375,5083.599853515625,10735.0,5143.499755859375,-1997.2000122070312,705.8000183105469,630.9000015258789,255.0,255.0,,0.3858854447805605,1.9409155186237963,-1.6131287744995226,True,8,False,0.0,False,8,
41,2503,66,False,False,0,3476.3211299948457,-3995.27001953125,3565.409912109375,335.07000732421875,4830.199890136719,-15004.300537109375,2760.8999633789062,-1005.1999664306641,-5735.10009765625,1448.0999755859375,0.0,0.13763241081703184,2.4409459018859336,-1.5468771686667093,bf81d8692db,games5425898691,24.0,-4063.280029296875,3763.139892578125,331.45001220703125,-2184.7999572753906,-12586.500244140625,458.4000015258789,2186.9000244140625,-467.09999084472656,1340.0999450683594,255.0,255.0,,-0.005092645216342027,-1.743949220694992,-1.5767258675584541,True,8,False,8,0.0,False,,76561198039309853,enpitsu,28.0,-3941.530029296875,1821.3699951171875,42.779998779296875,-1860.5999755859375,-10833.800048828125,803.7000274658203,148.90000343322754,626.6999816894531,-13.999999761581421,0.0,0.0,,0.09554289612718593,1.3915284907647951,0.42822275587378134,True,173.0,False,2,False,2,,jamdef13,3351595734301454363,8.0,2113.56005859375,4633.64990234375,17.0,-11675.799560546875,-3594.5999145507812,3.700000047683716,-0.7999999821186066,-1.0000000149011612,-2217.7999877929688,255.0,0.0,,0.00951619267087476,-2.888562623745404,-0.00012197382237039627,False,False,False,False,255.0,False,,CarGoesBrummm,4397455427977710418,9.0,-4080.679931640625,3525.35009765625,591.4500122070312,-595.0,-15274.000244140625,10691.300048828125,467.79998779296875,-1182.5,-1236.8000030517578,228.0,174.0,,-0.5837332724836798,-1.5786284820686487,-1.5583900598875025,True,12,False,255.0,False,12,
42,2554,68,False,False,1,6564.948662099273,3196.389892578125,-1008.719970703125,202.44000244140625,-18977.900390625,13786.199951171875,8346.900024414062,-2064.600067138672,5629.69970703125,208.09999465942383,1.0,1.3999688567685773,-2.3295677905012617,1.9765698107994525,4397455427977710418,CarGoesBrummm,9.0,3375.969970703125,-1078.3299560546875,81.75,-20265.899658203125,10504.200439453125,2799.2999267578125,968.7999725341797,-4004.7000122070312,2487.2999572753906,255.0,205.0,,-0.059889563781483225,0.38782171154593065,-0.043078441752709355,True,13,False,14,187.0,False,,3351595734301454363,jamdef13,8.0,-17.520000457763672,-5080.31982421875,17.020000457763672,1101.9000244140625,-662.7999877929688,0.5000000074505806,1.7000000178813934,1.0999999940395355,1160.4000091552734,0.0,88.0,False,-0.009890310909754027,2.0279231477727735,8.834122648087333e-05,False,255.0,False,False,False,False,,enpitsu,76561198039309853,28.0,3015.9599609375,-574.8499755859375,118.80999755859375,-1586.9000244140625,-4086.9000244140625,3812.9000854492188,-0.09999999776482582,-24.40000057220459,1407.2999572753906,255.0,255.0,False,-0.0160656421719936,-1.7590719651259024,0.003294848696974864,True,3,False,4,117.4781850845583,True,,games5425898691,bf81d8692db,24.0,3770.860107421875,-1521.27001953125,16.979999542236328,632.9999923706055,13183.199462890625,9.200000166893005,-9.200000166893005,-14.600000381469727,-723.3000183105469,255.0,128.0,,-0.009041761319794896,1.6785487869744857,0.001048141634122504,True,8,False,0.0,False,8,
43,2670,72,False,False,1,4615.012301080026,-3603.419921875,4113.56982421875,150.27999877929688,4513.0999755859375,532.0000076293945,5248.800048828125,375.99998474121094,-5174.69970703125,-3013.3999633789062,1.0,1.08977516954673,-0.5366361823398507,1.182233522264293,4397455427977710418,CarGoesBrummm,9.0,-3691.699951171875,4179.669921875,49.81999969482422,10878.800048828125,13024.100341796875,1059.4999694824219,492.20001220703125,1642.5,-1640.8999633789062,0.0,0.0,,0.028105840838449612,2.3067662507462012,0.5419896036899579,True,14,False,14,135.0,False,,3351595734301454363,jamdef13,8.0,-243.67999267578125,-5268.6201171875,16.719999313354492,-2444.1000366210938,7573.499755859375,26.500000953674316,-33.399999141693115,-31.099998950958252,-0.29999999329447746,240.0,,,-0.005925571673121529,1.2599138598833626,-0.0011487908321795993,,255.0,False,False,False,False,,enpitsu,76561198039309853,27.0,3292.860107421875,3403.050048828125,17.040000915527344,-13594.89990234375,16190.0,4.300000071525574,0.3999999910593033,-0.3999999910593033,1970.7000732421875,255.0,255.0,,-0.01677287101036263,0.8047609153585187,7.896000680178929e-05,True,4,False,4,,False,,games5425898691,bf81d8692db,24.0,1167.81005859375,4917.2001953125,17.010000228881836,-12115.10009765625,4058.800048828125,2.0000000298023224,0.5000000074505806,0.3999999910593033,167.80000686645508,255.0,136.0,,-0.00961494854059569,0.31970613806562015,1.8101677780801642e-05,True,10,False,240.0,False,10,
