,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
10,991,20,False,False,0,10330.842216403671,1219.030029296875,-4972.02001953125,288.0,9722.2998046875,870.8000183105469,4140.299987792969,-2470.5999755859375,-3260.1998901367188,-4389.4000244140625,0.0,0.7953031204395895,-2.079560752405245,0.12078874193209209,2535451264898954,StretchyChair80,13.0,1084.239990234375,-4890.68994140625,186.8699951171875,6939.1998291015625,7429.89990234375,-267.1999931335449,-5002.0001220703125,1536.1000061035156,-1693.9999389648438,254.0,223.0,,0.09038541998521407,0.09231543329351156,-0.9657570480561015,True,222.0,False,6,5,False,,7506299196127795709,juch29,11.0,1056.989990234375,-5067.43994140625,177.72000122070312,-13438.299560546875,2565.7000732421875,-366.30001068115234,-1542.8999328613281,262.2999954223633,-619.1999816894531,54.0,255.0,,-0.06438415493001298,3.1236831430725216,1.7090066316107255,True,,False,10,8,False,,enpitsu,76561198039309853,26,1922.219970703125,-4876.3798828125,14.84000015258789,-9973.400268554688,11034.200439453125,370.60001373291016,-391.5999984741211,12.999999523162842,522.2999954223633,255.0,128.0,False,-0.022342736483395038,2.288937186182095,-0.03117322903571148,True,2,False,False,116.0,False,,games5425898691,bf81d8692db,19.0,1055.719970703125,4425.68994140625,16.59000015258789,21399.19921875,-8430.0,76.5999984741211,4.799999892711639,-15.59999942779541,-1694.2999267578125,255.0,0.0,0.01032920434414375,-0.42355958092442136,-0.0007474910255222821,True,199.0,False,8,False,8,,
11,1064,23,False,False,1,4107.867477631815,-3190.1298828125,4717.9599609375,252.07000732421875,11409.599609375,1767.7000427246094,5059.700012207031,-1314.6000671386719,-2270.8999633789062,5395.7000732421875,1.0,-0.5468725034056265,1.4118441933033699,-2.217551478272964,76561198039309853,enpitsu,26.0,-3318.39990234375,4617.60009765625,204.08999633789062,4158.2000732421875,4065.1998901367188,1720.8000183105469,-1560.2999877929688,1832.7999877929688,4945.199890136719,128.0,0.0,False,0.5881187948643121,-0.20738828138737672,0.8757882593411618,True,0.0,False,4,1,False,,bf81d8692db,games5425898691,19.0,-3621.219970703125,514.6400146484375,17.010000228881836,-270.2000045776367,21576.0009765625,2.0999999344348907,-0.0,-0.0,1.5000000596046448,255.0,128.0,,-0.009582798770917791,1.558042355908785,-7.556233666073869e-06,True,176.0,False,8,8,False,,StretchyChair80,2535451264898954,13,,,,,,,,,,,,,,,,True,,,,,,,juch29,7506299196127795709,11.0,3106.340087890625,3889.10009765625,17.010000228881836,14879.599609375,-10327.19970703125,2.5,0.3999999910593033,-0.3999999910593033,-1951.6000366210938,209.0,0.0,-0.009587828915800428,-2.466751557162201,-6.494399148150397e-05,True,31.0,False,12,False,10,,
12,1129,25,True,True,1,1655.6449474850322,-734.5800170898438,4853.0,93.93000030517578,20355.6005859375,21618.30078125,-2233.9999389648438,-1064.7000122070312,3891.099853515625,-3002.60009765625,1.0,0.9552258490640203,-0.6753865734061755,-1.102180514876626,bf81d8692db,games5425898691,19.0,-849.2999877929688,4686.93017578125,104.55000305175781,16484.69970703125,15683.900146484375,3337.60009765625,-2082.7999877929688,3513.2000732421875,705.8000183105469,255.0,114.0,,-0.22215160286910057,2.2125878450170084,0.2045199266515292,True,135.0,False,10,9,False,,76561198039309853,enpitsu,26.0,-2282.10009765625,5102.93994140625,242.9499969482422,10201.799926757812,-3.3000001311302185,-648.1999969482422,-0.19999999552965164,-45.50000190734863,3.3000001311302185,255.0,128.0,False,-0.030248520449123174,3.125072677454933,1.571313835649118,True,0.0,False,4,2,False,,StretchyChair80,2535451264898954,12,,,,,,,,,,,,,,,,True,,,,,,,juch29,7506299196127795709,11.0,1128.530029296875,3988.9599609375,91.5,-14729.200439453125,13927.60009765625,-656.3999938964844,-3090.10009765625,-3010.1998901367188,75.70000171661377,200.0,128.0,1.173144661249781,0.8404103168902644,0.045386031154799125,True,0.0,False,14,False,12,,False
13,1391,25,False,False,1,5114.289732065444,-13.9399995803833,107.30999755859375,92.86000061035156,-6374.4000244140625,34562.5,-1323.9999389648438,1151.1000061035156,2526.1000061035156,5319.0997314453125,1.0,0.11781000495932434,-0.02197662977414021,0.11157234071161626,bf81d8692db,games5425898691,19.0,-69.7699966430664,-94.58999633789062,96.2300033569336,1582.4000549316406,20143.699951171875,729.1000366210938,-732.2000122070312,-1814.9000549316406,-5140.0,128.0,114.0,,-1.2774905883566552,-0.9789720556638091,2.819425394479126,True,0.0,False,4,3,False,,76561198039309853,enpitsu,26.0,-6.96999979019165,-3523.510009765625,17.049999237060547,1051.3999938964844,10726.800537109375,2.5999999046325684,-0.29999999329447746,-0.5000000074505806,0.0,255.0,128.0,False,-0.016669890195213956,1.6685253145440524,4.794757966963733e-05,True,116.0,False,False,False,False,,StretchyChair80,2535451264898954,12,-2959.360107421875,4106.22998046875,17.010000228881836,-10735.30029296875,-3592.5,3.3000001311302185,-0.0,0.29999999329447746,3425.0,255.0,255.0,False,-0.009565717870742561,-0.991621155685824,1.5688005338980132e-05,True,False,False,False,255.0,False,,juch29,7506299196127795709,11.0,188.25999450683594,56.83000183105469,47.040000915527344,-11852.39990234375,-5152.80029296875,2808.5000610351562,-2365.5999755859375,-3510.4998779296875,-2669.5999145507812,255.0,0.0,-0.017660269309691723,-0.8260838423690822,0.052421784898508114,True,0.0,False,4,False,3,,
14,1537,30,False,False,0,9647.304604866318,1624.449951171875,-4172.240234375,1028.1400146484375,-734.5999908447266,13140.799560546875,-3943.699951171875,5678.499755859375,-1770.8000183105469,786.1000061035156,0.0,0.5249719262599944,2.0438557467949354,1.731035620447752,2535451264898954,StretchyChair80,13.0,1655.47998046875,-4306.14990234375,900.6799926757812,2518.5000610351562,11548.800048828125,-5020.5999755859375,-4035.7998657226562,2671.300048828125,2612.60009765625,254.0,0.0,,-0.6128656265002024,2.229375714613414,-0.22844180719747706,True,196.0,False,4,3,False,,7506299196127795709,juch29,11.0,3036.31005859375,-3883.02001953125,17.010000228881836,-14300.10009765625,-10127.60009765625,2.0999999344348907,2.5999999046325684,1.7000000178813934,-808.0000305175781,246.0,52.0,,0.009589505655064326,-2.537778781825175,-2.619359196103033e-06,True,,False,8,8,False,,enpitsu,76561198039309853,26,2240.330078125,-3127.919921875,17.049999237060547,-8357.5,-7327.0001220703125,2.5999999046325684,-0.7000000029802322,-0.7000000029802322,213.29999923706055,128.0,128.0,,0.016858450247425185,-2.397626247716185,-0.00018073159311310602,True,False,False,False,255.0,False,,games5425898691,bf81d8692db,19.0,-2499.9599609375,-1014.0399780273438,17.010000228881836,12953.299560546875,12190.999755859375,2.0999999344348907,-2.0999999344348907,-1.7000000178813934,-548.1999969482422,255.0,55.0,0.009584718916679235,0.7447369124372277,3.119790028081775e-05,True,247.0,False,4,False,4,,
15,1606,33,False,False,1,4166.85744962353,-1418.989990234375,1675.3900146484375,436.9200134277344,1596.1000061035156,19750.999755859375,2318.800048828125,625.4999923706055,1251.1000061035156,-5834.6002197265625,1.0,-1.0319980746766075,-2.5033040393678445,1.9234248477292395,bf81d8692db,games5425898691,19.0,-1448.6600341796875,1517.06005859375,376.3900146484375,-17591.8994140625,11469.100341796875,3251.199951171875,4454.700012207031,-1436.0000610351562,-2888.3999633789062,255.0,92.0,,0.39211476166916764,0.8662558996963065,0.095487071893098,True,164.09862362184836,True,6,4,False,,76561198039309853,enpitsu,26.0,347.9100036621094,3658.300048828125,17.059999465942383,-4063.0999755859375,-12975.999755859375,-2.8999999165534973,0.19999999552965164,-0.0,-2316.7999267578125,255.0,128.0,False,-0.016736856435895127,-1.2019265177459788,2.0905901443806967e-05,True,228.0,False,2,2,False,,StretchyChair80,2535451264898954,13,-2559.050048828125,1647.3399658203125,16.989999771118164,-11245.899658203125,-9381.500244140625,2.5999999046325684,2.199999988079071,-0.3999999910593033,-117.29999542236328,255.0,81.0,,-0.00948507647691379,-0.6968951427069986,7.533270566395964e-06,True,4,4,False,156.0,False,,juch29,7506299196127795709,11.0,-1473.1300048828125,2328.06005859375,17.010000228881836,-147.7999973297119,-147.7999973297119,2.3000000417232513,-3.0000001192092896,-0.29999999329447746,-389.50000762939453,120.0,255.0,-0.009798621987998262,-1.6674883295236709,-0.00012933701626437617,True,31.0,False,8,False,8,,
16,1721,37,False,True,1,2638.934947763888,-1045.8699951171875,3353.070068359375,104.9800033569336,13889.89990234375,21968.798828125,5425.2001953125,5261.7999267578125,-1811.3999938964844,2243.0999755859375,1.0,0.1739923818225573,1.1140788937969701,1.097183537862727,bf81d8692db,games5425898691,19.0,-1232.81005859375,3097.429931640625,59.099998474121094,17506.099853515625,14660.0,2751.400146484375,-2279.600067138672,1312.2000122070312,1273.0000305175781,255.0,200.0,,-0.06056484410986631,2.524197912222742,-0.008297894929165777,True,73.0,False,8,5,False,,76561198039309853,enpitsu,26.0,-2520.179931640625,4926.240234375,17.350000381469727,1162.2000122070312,258.6000061035156,11.699999570846558,-4.699999988079071,1.1999999731779099,-834.1000366210938,255.0,0.0,False,-0.006970978947410214,2.686614608072602,0.009715141911412008,True,224.0,False,4,4,False,,StretchyChair80,2535451264898954,16,-935.280029296875,3715.2099609375,52.16999816894531,-776.5000152587891,-16432.5,3606.099853515625,689.4000244140625,485.2000045776367,-584.7000122070312,254.0,188.0,False,-0.027728388893265222,-1.4322326846127176,-0.012509870787278499,True,6,4,False,0.0,False,,juch29,7506299196127795709,11.0,-835.280029296875,5009.39990234375,259.95001220703125,6338.800048828125,-4052.60009765625,-1361.199951171875,-4104.89990234375,827.7999877929688,-209.69999313354492,100.0,230.0,-0.2033247113309939,-3.095088770064373,1.2243962347580126,True,0.0,False,12,False,10,,
17,1723,37,False,False,0,8724.109666400516,983.9400024414062,-3379.14990234375,173.77999877929688,-1653.8999938964844,22600.30029296875,15827.80029296875,5226.199951171875,-1551.9999694824219,2505.500030517578,0.0,-0.17998781563899438,-0.9140794010434526,1.111626114977086,2535451264898954,StretchyChair80,16.0,941.4199829101562,-3629.18994140625,69.8499984741211,3463.800048828125,20951.298828125,3400.7998657226562,-2888.0999755859375,341.5999984741211,-658.1999969482422,254.0,97.0,False,0.09022360862364685,1.4019573586021508,-0.04486819625585569,True,0.0,False,6,5,False,,7506299196127795709,juch29,11.0,793.030029296875,-4982.35986328125,249.25,-6344.1998291015625,4052.9998779296875,-1795.5000305175781,5027.60009765625,-422.00000762939453,-698.3000183105469,194.0,209.0,,0.2149225463718255,2.9946946808509285,0.9036102604286853,True,0.0,False,12,10,False,,enpitsu,76561198039309853,26,2505.18994140625,-4929.419921875,17.389999389648438,-2312.100067138672,-449.50000762939453,2.0999999344348907,1.8000000715255737,0.19999999552965164,-1349.1999816894531,255.0,0.0,False,0.006995979100347728,-2.7804334878303245,0.009651341402310594,True,4,4,False,224.0,False,,games5425898691,bf81d8692db,19.0,1090.7900390625,-3213.739990234375,77.9000015258789,-15921.800537109375,-12291.300048828125,1556.7999267578125,5245.30029296875,-1063.3000183105469,1266.9999694824219,255.0,225.0,0.5566614001263251,-2.5131476921060356,-0.4051231109918526,True,73.0,False,8,False,5,,
18,1724,37,True,True,1,2558.3127964622945,-960.6699829101562,3379.9599609375,243.80999755859375,8899.600219726562,8307.899780273438,22389.89990234375,5543.3001708984375,-1418.2000732421875,1805.3999328613281,1.0,0.28849035900711006,0.7770501980761545,0.9426692080942298,bf81d8692db,games5425898691,19.0,-960.2100219726562,3307.169921875,85.55000305175781,15173.699951171875,9314.400024414062,157.60000228881836,1100.0,658.4999847412109,-1318.5000610351562,255.0,224.0,,-0.7891772955229458,2.655691063772156,-0.6268151830971305,True,73.0,False,8,5,False,,76561198039309853,enpitsu,26.0,-2480.860107421875,4933.0498046875,17.3799991607666,3404.1000366210938,380.09998321533203,-6.3999998569488525,-24.000000953674316,11.799999475479126,-1738.8999938964844,255.0,0.0,False,-0.007646397996984347,2.911677868707716,0.008795427320500074,True,224.0,False,4,4,False,,StretchyChair80,2535451264898954,16,-961.9500122070312,3488.68994140625,87.16999816894531,-2137.7999877929688,-15668.800048828125,1686.199951171875,4375.10009765625,-3229.5999145507812,-822.6999664306641,255.0,34.0,False,-0.6099828249829738,-1.3347732056153643,0.17535178624308428,True,6,5,False,0.0,False,,juch29,7506299196127795709,11.0,-793.030029296875,4982.35986328125,249.25,6344.1998291015625,-4052.9998779296875,-1795.5000305175781,-5027.60009765625,422.00000762939453,-698.3000183105469,194.0,209.0,-0.2149225463718255,-2.9946946808509285,0.9036102604286853,True,0.0,False,12,False,10,,
19,1787,40,False,True,1,181.16398625087643,719.5900268554688,5098.77001953125,132.8800048828125,3441.7001342773438,3793.9999389648438,10484.100341796875,-4162.200012207031,3775.7000732421875,1000.1000213623047,1.0,0.17669792958984867,0.7052684272378165,-0.05768607010364673,76561198039309853,enpitsu,26.0,646.3599853515625,4838.2998046875,132.25999450683594,14786.199951171875,17440.30029296875,2489.9000549316406,-4508.900146484375,-3120.5999755859375,425.6999969482422,128.0,255.0,,-0.028936274370253506,2.507231548070634,-0.5363593819159191,True,99.0,False,6,5,False,,bf81d8692db,games5425898691,19.0,1041.9000244140625,3847.570068359375,17.010000228881836,1642.5,12333.699951171875,2.0999999344348907,-0.0,1.0000000149011612,-192.5,255.0,113.0,,-0.00956244235978635,1.6960135605367634,-0.00013316699339581463,True,134.0,False,8,6,False,,StretchyChair80,2535451264898954,14,-766.22998046875,345.75,17.010000228881836,-4653.800048828125,-11386.099853515625,2.199999988079071,3.100000023841858,7.5,-504.3000030517578,255.0,19.0,False,-0.009565221786200404,-1.184546978444153,9.621485174581636e-05,True,6,6,False,,False,,juch29,7506299196127795709,12.0,350.260009765625,5007.64990234375,73.08999633789062,9817.60009765625,9358.099975585938,2444.7000122070312,-788.7000274658203,5421.400146484375,-485.49999237060547,255.0,3.0,-0.3577699603285929,1.968591371323343,0.4981393786572449,True,,False,14,False,11,,
20,2048,40,False,True,0,5204.981022835232,1.149999976158142,12.920000076293945,92.73999786376953,-955.4000091552734,26546.0009765625,1651.300048828125,973.3999633789062,289.7999954223633,5913.4002685546875,0.0,0.00413908187142456,0.10199672254514336,0.017016563681372488,2535451264898954,StretchyChair80,13.0,-47.56999969482422,-259.0799865722656,79.19000244140625,13016.700439453125,18744.49951171875,2864.5001220703125,-2999.2999267578125,1579.7000122070312,357.5,255.0,151.0,,0.15042065955795195,0.9525684147918664,-0.002346845966640906,True,14.822769731603639,True,6,5,False,,7506299196127795709,juch29,11.0,2889.199951171875,-4253.169921875,17.010000228881836,-1985.5000305175781,-9471.400146484375,8.799999952316284,-5.799999833106995,-19.199999570846558,-2865.5999755859375,204.0,0.0,False,0.009563210849220584,-1.964376631070323,-0.0010819951372993298,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26,473.0199890136719,589.3800048828125,17.049999237060547,1637.2000122070312,-9811.500244140625,3.1999999284744263,-1.2999999523162842,-0.3999999910593033,2310.0,255.0,255.0,,0.01680332483413296,-1.3649114202452346,1.781261006340808e-05,True,False,False,False,9.0,False,,games5425898691,bf81d8692db,19.0,-56.97999954223633,319.489990234375,84.30999755859375,8858.200073242188,-21093.20068359375,2199.499969482422,5365.30029296875,1203.499984741211,-119.0999984741211,255.0,128.0,0.7521719175137033,-1.3703240126397602,-0.018860968109782463,True,0.0,False,4,False,3,,
21,2049,40,False,False,1,5283.894578276328,-14.079999923706055,-64.93000030517578,120.36000061035156,-7742.5,15003.800048828125,8845.900268554688,5697.7001953125,1688.2000732421875,827.7999877929688,1.0,-0.012862475162879724,-0.32818849810589207,-0.17156198606103407,bf81d8692db,games5425898691,19.0,0.7099999785423279,-190.32000732421875,91.83000183105469,-7612.60009765625,16460.2001953125,-181.70000076293945,-5177.8997802734375,-443.80001068115234,-1800.5999755859375,255.0,128.0,,-1.3431853984356947,1.4371898430640488,0.025539047090068122,True,0.0,False,4,3,False,,76561198039309853,enpitsu,26.0,-501.9200134277344,-492.6199951171875,17.049999237060547,-3952.3001098632812,9470.499877929688,3.1999999284744263,0.09999999776482582,-0.0,2360.0,255.0,255.0,,-0.01669798210318991,1.1306339726363919,6.20334853290857e-06,True,9.0,False,False,False,False,,StretchyChair80,2535451264898954,13,-82.51000213623047,84.05999755859375,103.1500015258789,-13074.49951171875,-16749.3994140625,1905.7000732421875,5085.4998779296875,-2042.5999450683594,463.6000061035156,254.0,206.0,,-0.8278194248961895,-0.9138878553273462,-0.15493543275238753,True,6,5,False,11.713221370532946,True,,juch29,7506299196127795709,11.0,-2889.199951171875,4253.169921875,17.010000228881836,1985.5000305175781,9471.400146484375,8.799999952316284,5.799999833106995,19.199999570846558,-2865.5999755859375,204.0,0.0,-0.009563210849220584,1.964376631070323,-0.0010819951372993298,True,255.0,False,4,False,4,,False
22,2050,40,False,False,0,5200.402159295703,-0.27000001072883606,17.31999969482422,145.9600067138672,-7256.199951171875,-21452.19970703125,8148.499755859375,-2706.9000244140625,-1144.8999786376953,-5230.8001708984375,0.0,0.09992437888742499,0.5002767655303604,-0.2753703204397305,2535451264898954,StretchyChair80,13.0,82.51000213623047,-84.05999755859375,103.1500015258789,13074.49951171875,16749.3994140625,1905.7000732421875,-5085.4998779296875,2042.5999450683594,463.6000061035156,254.0,206.0,,0.8278194248961895,0.9138878553273462,-0.15493543275238753,True,8.606786871469147,True,6,5,False,,7506299196127795709,juch29,11.0,2889.199951171875,-4253.169921875,17.010000228881836,-1985.5000305175781,-9471.400146484375,8.799999952316284,-5.799999833106995,-19.199999570846558,-2865.5999755859375,204.0,0.0,False,0.009563210849220584,-1.964376631070323,-0.0010819951372993298,True,255.0,False,4,4,False,,enpitsu,76561198039309853,26,501.9200134277344,492.6199951171875,17.049999237060547,3952.3001098632812,-9470.499877929688,3.1999999284744263,-0.09999999776482582,0.0,2360.0,255.0,255.0,,0.01669798210318991,-1.1306339726363919,6.20334853290857e-06,True,False,False,False,9.0,False,,games5425898691,bf81d8692db,19.0,-0.7099999785423279,190.32000732421875,91.83000183105469,7612.60009765625,-16460.2001953125,-181.70000076293945,5177.8997802734375,443.80001068115234,-1800.5999755859375,255.0,128.0,1.3431853984356947,-1.4371898430640488,0.025539047090068122,True,0.0,False,4,False,3,,
23,2143,43,False,False,0,9216.34195970435,-2005.4599609375,-4009.320068359375,163.94000244140625,-7297.5,13599.100341796875,3386.9000244140625,-1215.8999633789062,4856.099853515625,1538.3000183105469,0.0,0.25892961545539683,-1.3849482840635472,-0.9924515695629836,7506299196127795709,juch29,11.0,-1930.3499755859375,-4115.18994140625,17.020000457763672,-10101.099853515625,10799.89990234375,0.7000000029802322,0.9000000357627869,-0.7000000029802322,76.70000076293945,197.0,127.0,False,0.00960849519277523,2.326814593179801,3.1259062856673175e-05,True,163.0,False,4,4,False,,2535451264898954,StretchyChair80,12.0,3769.550048828125,-471.7099914550781,16.850000381469727,-2808.900146484375,4557.900085449219,23.900001049041748,25.999999046325684,-66.19999885559082,-2200.8999633789062,254.0,0.0,False,0.008448199433509555,2.1632909939437712,0.0052509276139862966,True,0.0,False,6,6,False,,enpitsu,76561198039309853,26,-1431.219970703125,83.76000213623047,16.15999984741211,-16938.599853515625,5604.1998291015625,-563.1999969482422,206.49999618530273,628.6000061035156,14.09999966621399,255.0,128.0,False,0.03442031290769648,2.8218858962204902,-1.377886600175929e-05,True,2,2,False,31.0,False,,games5425898691,bf81d8692db,19.0,-1828.9200439453125,-3228.330078125,17.010000228881836,-12217.39990234375,-10663.199462890625,2.0999999344348907,-0.19999999552965164,-0.09999999776482582,41.99999809265137,255.0,128.0,0.00960086509120699,-2.418449168639499,-5.456031360376308e-05,True,0.0,False,6,False,6,,
24,2151,44,False,False,1,1937.688794752044,2185.72998046875,3693.889892578125,242.60000610351562,8285.700073242188,5662.8997802734375,14896.700439453125,5950.3997802734375,-53.29999923706055,767.6000213623047,1.0,-0.04453085638233363,1.290659635985507,-2.247611528095109,bf81d8692db,games5425898691,19.0,2134.679931640625,3606.31005859375,87.94000244140625,5955.0,16551.500244140625,2722.39990234375,-3428.9999389648438,-4280.199890136719,413.1999969482422,255.0,255.0,,-0.02674459458374625,2.2132801723178894,-0.5957341697111158,True,0.0,False,8,7,False,,76561198039309853,enpitsu,26.0,1883.06005859375,-233.05999755859375,17.049999237060547,16939.599609375,-5596.500244140625,3.8999998569488525,-0.3999999910593033,-0.7999999821186066,0.0,255.0,255.0,False,-0.016827576711993624,-2.8225018286638646,1.8888464742862713e-05,True,31.0,False,2,2,False,,StretchyChair80,2535451264898954,12,-3719.7900390625,330.45001220703125,17.0,1670.8000183105469,-7237.8997802734375,3.3000001311302185,0.3999999910593033,2.5,-330.8000183105469,255.0,128.0,False,-0.0094504170325044,-1.7675281412780546,0.0003346257267094867,True,6,6,False,0.0,False,,juch29,7506299196127795709,11.0,2158.699951171875,3806.389892578125,16.989999771118164,7792.39990234375,-13007.5,2.5,-0.29999999329447746,3.6000001430511475,-153.29999923706055,255.0,128.0,-0.009508011314523631,-2.0931876870606043,0.00026709650663479475,True,147.4240860272479,True,4,False,4,,False
25,2291,49,True,True,1,2728.7694701471296,2437.5400390625,2888.3701171875,595.0499877929688,-20488.9990234375,20644.3994140625,-1647.7999877929688,1590.5999755859375,-1673.9999389648438,5537.7001953125,1.0,0.7035087796480722,1.0834463118284372,1.2492243291423062,76561198039309853,enpitsu,26.0,2556.590087890625,2744.159912109375,556.0,-6186.199951171875,20165.50048828125,3955.4000854492188,-5080.7000732421875,-38.19999933242798,2105.800018310547,255.0,0.0,False,0.4973168925102442,0.8068494826578412,0.12505201093736287,True,149.0,False,4,3,False,,bf81d8692db,games5425898691,19.0,3578.010009765625,-327.8599853515625,60.61000061035156,-331.19998931884766,-22368.40087890625,-1664.1000366210938,2075.8999633789062,-170.59999465942383,-5.5000001192092896,255.0,128.0,,0.38098762209041404,-1.489813655566278,-0.0035285752423133724,False,18.572860012772264,True,12,12,False,,StretchyChair80,2535451264898954,13,2397.989990234375,3155.340087890625,647.8200073242188,21031.10107421875,-4098.900146484375,5163.0999755859375,955.6999969482422,559.5000076293945,118.29999923706055,255.0,255.0,,0.39881664684231655,-2.2079636434356398,2.880007013177444,True,8,6,4,98.87328150964558,True,,juch29,7506299196127795709,11.0,2728.679931640625,3145.699951171875,492.7799987792969,-8629.000244140625,-11535.999755859375,3477.5,970.5999755859375,-1397.5,-302.8000068664551,235.0,126.0,0.6039007785065439,-0.7301119167693337,0.14434027550985118,True,156.150158997505,True,6,4,4,,False
