,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
65,4504,138,False,False,0,3106.40827057326,-2828.199951171875,2707.639892578125,421.57000732421875,-6411.300048828125,20872.7001953125,1925.7000732421875,-2216.699981689453,1352.8999328613281,-689.4000244140625,0.0,0.4388885178003414,0.8814698836598445,-0.8947447696912183,8179933407471405355,edalti76,8.0,-2784.919921875,2453.760009765625,324.04998779296875,-16892.2998046875,15474.3994140625,1608.800048828125,-248.29999923706055,-212.99999237060547,216.49999618530273,255.0,128.0,,-0.4025811809028809,1.9948339583819996,0.04100027792323547,True,4,113.0,False,False,6,,9145427433175672767,KBR_SharKo,9.0,-3743.8701171875,3014.0,27.3799991607666,177.99999237060547,-11553.399658203125,-363.3000183105469,-156.5999984741211,395.0,-3312.7999877929688,255.0,255.0,,-0.107885860591563,-1.3887682416031326,0.0667237799437727,,18,False,21.557333154063073,True,20,,enpitsu,76561198039309853,27.0,613.0900268554688,2655.06005859375,17.049999237060547,-13580.6005859375,3784.4000244140625,2.5999999046325684,-0.5000000074505806,0.0,50.59999942779541,255.0,128.0,,0.016761737158206096,2.8758459594407695,-5.781260952439349e-05,True,10,255.0,False,14,False,,games5425898691,bf81d8692db,20.0,-3207.260009765625,2903.300048828125,17.0,1476.199951171875,-12894.300537109375,3.700000047683716,1.0000000149011612,-3.100000023841858,-1567.2999572753906,255.0,0.0,0.009515918396480576,-1.4512721263754909,-0.00051594998989749,True,16,False,18,173.0,False,,
66,4567,141,False,False,1,9380.950812382727,1892.719970703125,-4187.85009765625,177.13999938964844,20752.2998046875,4976.300048828125,9387.100219726562,-166.10000610351562,-5691.7999267578125,1890.8000183105469,1.0,-0.3000879763742447,0.13854557582483998,1.5166392146319227,76561198039309853,enpitsu,27.0,1712.699951171875,-4202.60986328125,110.7300033569336,18663.199462890625,3778.5000610351562,2800.10009765625,-1319.7999572753906,5339.1998291015625,20.499999523162842,255.0,128.0,,-0.7919467222809476,2.895475553416526,0.003575859645814536,True,11,255.0,False,False,16,,bf81d8692db,games5425898691,20.0,1165.5699462890625,-2689.949951171875,17.0,-10229.69970703125,-9604.7998046875,3.4999999403953552,0.5999999865889549,0.7000000029802322,1750.2000427246094,255.0,238.0,,-0.009585583008740125,-0.792995013999469,0.00011221922428275082,True,16,False,204.0,False,18,,KBR_SharKo,9145427433175672767,9.0,3165.260009765625,807.0399780273438,16.969999313354492,-10879.49951171875,14130.899658203125,17.40000009536743,13.899999856948853,-19.800000190734863,1974.4999694824219,255.0,255.0,True,-0.00950607885896314,0.8473098807559887,0.0013293109558234722,True,20,255.0,False,22,False,,edalti76,8179933407471405355,7.0,2015.3499755859375,-3781.570068359375,17.010000228881836,-14971.500244140625,12170.999755859375,2.3000000417232513,-0.3999999910593033,0.09999999776482582,-1982.5999450683594,255.0,0.0,-0.00957629857090412,0.7552542373190263,-4.3555527737154296e-05,True,4,False,6,240.0,False,,False
67,4632,143,False,False,1,8246.904527024513,2484.510009765625,-2952.469970703125,249.0,-15294.89990234375,22569.3994140625,-1576.1000061035156,1825.3999328613281,-3800.7000732421875,4268.599853515625,1.0,-0.3680080046756565,-0.12031123325349019,1.477692097024677,bf81d8692db,games5425898691,20.0,2612.570068359375,-3099.330078125,184.60000610351562,9065.2001953125,19191.300048828125,1284.1000366210938,-5055.899963378906,-1871.0000610351562,1089.3000030517578,255.0,175.0,,-0.29327791986758733,1.5497558469012227,-0.23241626524731798,True,17,211.52806020039387,True,False,20,,76561198039309853,enpitsu,27.0,2518.0400390625,-3071.43994140625,90.43000030517578,-6497.5,11417.7001953125,3242.3001098632812,-3390.4000854492188,2512.5999450683594,-1901.300048828125,128.0,0.0,,-0.017085054736865515,0.6597422956203279,0.05147334400216411,True,13,False,207.0,False,18,,KBR_SharKo,9145427433175672767,8.0,2604.199951171875,-1616.18994140625,17.020000457763672,8970.700073242188,-11558.699951171875,1.1999999731779099,-0.0,-0.29999999329447746,2830.2999877929688,255.0,255.0,True,-0.00962385948417287,-2.3998554237390484,8.373969936398185e-05,True,20,196.0,False,22,False,,edalti76,8179933407471405355,7.0,1559.0,454.1099853515625,17.010000228881836,-501.3999938964844,17910.30029296875,2.0000000298023224,-0.0,-0.7000000029802322,0.0,255.0,128.0,-0.009597836218656643,1.5428150674066408,6.561717790917641e-05,True,4,False,6,240.0,False,,False
68,4633,143,False,False,1,8143.828993496754,2422.469970703125,-2859.489990234375,244.05999755859375,-13291.600341796875,28067.39990234375,5660.2001953125,-2424.9000549316406,-3109.89990234375,4521.9000244140625,1.0,-0.5366901781499427,-0.33815512168730116,1.4910255727672994,76561198039309853,enpitsu,27.0,2454.77001953125,-2963.669921875,117.05999755859375,-7233.3001708984375,12048.299560546875,2620.0,-4179.200134277344,3549.7000122070312,-427.2999954223633,128.0,0.0,,-0.0391343862496012,0.7379656068258389,0.717139779226077,True,13,207.0,False,False,18,,bf81d8692db,games5425898691,20.0,2612.570068359375,-3099.330078125,184.60000610351562,9065.2001953125,19191.300048828125,1284.1000366210938,-5055.899963378906,-1871.0000610351562,1089.3000030517578,255.0,175.0,,-0.29327791986758733,1.5497558469012227,-0.23241626524731798,True,17,False,208.37058938446867,True,20,,KBR_SharKo,9145427433175672767,8.0,2604.199951171875,-1616.18994140625,17.020000457763672,8970.700073242188,-11558.699951171875,1.1999999731779099,-0.0,-0.29999999329447746,2830.2999877929688,255.0,255.0,True,-0.00962385948417287,-2.3998554237390484,8.373969936398185e-05,True,20,196.0,False,22,False,,edalti76,8179933407471405355,7.0,1555.6400146484375,573.5499877929688,17.010000228881836,-501.3999938964844,17910.30029296875,2.0000000298023224,-0.0,-0.7000000029802322,0.0,255.0,128.0,-0.009597836218656643,1.5428150674066408,6.561717790917641e-05,True,4,False,6,240.0,False,,False
69,4681,145,True,False,0,6956.540595479521,-231.6999969482422,-1784.75,282.8500061035156,-3891.099853515625,2697.5,7727.8997802734375,3996.7001342773438,438.49998474121094,4453.500061035156,0.0,-0.5556114502164154,-1.5439506111312478,1.5294409985496658,8179933407471405355,edalti76,7.0,-35.59000015258789,-1828.1800537109375,164.3300018310547,16830.2001953125,8770.599975585938,-264.4000053405762,-4422.799987792969,-3011.400146484375,1272.699966430664,255.0,255.0,False,0.338602912127292,0.3803457846482236,-2.467509783716864,True,5,186.78509267427586,True,False,8,,9145427433175672767,KBR_SharKo,8.0,-2743.8701171875,419.70001220703125,17.020000457763672,9455.399780273438,-9577.000122070312,1.0999999940395355,-1.5000000596046448,1.5999999642372131,1915.8000183105469,255.0,230.0,False,0.009565333252590685,-0.749417932438434,0.00016264950186843581,True,20,False,196.0,False,22,,enpitsu,76561198039309853,27.0,-181.9499969482422,968.1300048828125,17.020000457763672,22985.90087890625,379.1999816894531,5.899999737739563,1.0000000149011612,0.0,151.99999809265137,255.0,128.0,,0.016776760931635402,0.0318038867810845,-0.00012707192271059503,True,14,107.0,False,18,False,,games5425898691,bf81d8692db,20.0,-3615.18994140625,-388.489990234375,17.010000228881836,10248.900146484375,-15305.699462890625,2.3999999463558197,0.0,0.09999999776482582,1985.3999328613281,255.0,255.0,0.009571435035819163,-0.9076984658257594,-5.1356891540675255e-06,True,18,False,20,197.0,False,,
70,4734,147,False,False,1,3856.1675341820523,957.9400024414062,1284.3299560546875,537.5499877929688,-9249.600219726562,16556.99951171875,5138.900146484375,3012.7999877929688,4846.9000244140625,1851.9000244140625,1.0,1.0183656783411545,2.810952853566006,2.2371645823875075,bf81d8692db,games5425898691,20.0,1076.800048828125,1133.68994140625,441.1300048828125,-11674.49951171875,10335.30029296875,2085.0,-2093.6000061035156,222.09999084472656,-1567.8999328613281,255.0,0.0,,-0.11899280601130865,0.4904233031588939,0.14139337436133656,True,19,115.55505397242884,True,False,22,,76561198039309853,enpitsu,27.0,-3736.889892578125,262.8399963378906,17.040000915527344,-4606.000061035156,17874.300537109375,5.099999904632568,-0.09999999776482582,1.2999999523162842,-3167.3001098632812,255.0,0.0,False,-0.01677342889190976,1.5302875291400337,-1.887709744065693e-05,True,14,False,255.0,False,18,,KBR_SharKo,9145427433175672767,8.0,1377.3199462890625,982.3099975585938,272.67999267578125,-6483.3001708984375,12750.6005859375,3772.6998901367188,880.4000091552734,-1899.9000549316406,1235.6999969482422,255.0,128.0,False,0.8015457563908558,0.2372404413340067,-0.7032847292421768,True,20,123.96724297667056,True,24,False,,edalti76,8179933407471405355,7.0,-3770.570068359375,475.6300048828125,16.989999771118164,-21397.7001953125,6240.5999755859375,3.0000001192092896,-0.09999999776482582,-0.0,-3471.400146484375,255.0,0.0,-0.00959146516692408,0.6375587191519061,-0.00011480663866093005,True,6,False,8,74.91704958485025,True,,False
71,4804,149,False,False,0,10353.281898393454,1180.6400146484375,-5002.8798828125,298.1400146484375,3329.2999267578125,10509.3994140625,8544.000244140625,5564.000244140625,-675.9999847412109,-2141.0000610351562,0.0,-0.09976971628694298,-2.651442974097081,1.1890586187600265,9145427433175672767,KBR_SharKo,8.0,1264.1800537109375,-4966.97021484375,107.87000274658203,12526.800537109375,-14405.6005859375,232.90000915527344,4151.099853515625,3210.1998901367188,-1646.6999816894531,255.0,79.0,,1.0690082447401,-1.150194788003044,-0.12981174016047606,True,21,0.0,False,False,26,,8179933407471405355,edalti76,8.0,2234.010009765625,-4527.41015625,17.030000686645508,-7041.5997314453125,-4291.600036621094,-0.5000000074505806,-1.5999999642372131,1.5999999642372131,5.5000001192092896,128.0,128.0,,0.009897998560398072,-2.592922921296539,-2.2200000608294672e-05,True,6,False,255.0,False,8,,enpitsu,76561198039309853,28.0,3483.300048828125,-2469.330078125,17.040000915527344,11704.89990234375,6429.6002197265625,4.399999976158142,-0.19999999552965164,0.0,2278.800048828125,255.0,255.0,False,0.016739404680309388,0.5666406007636279,3.587582725771254e-05,True,14,255.0,False,18,False,,games5425898691,bf81d8692db,20.0,1489.9599609375,-3890.0,17.010000228881836,5984.6002197265625,-12443.199462890625,2.0999999344348907,0.19999999552965164,-0.7999999821186066,5.5000001192092896,255.0,130.0,0.009591506783077876,-1.1225522276226456,-5.941448205513486e-05,True,20,False,22,102.0,False,,
72,4874,152,False,False,1,3919.259916859168,-1969.1700439453125,2465.7900390625,334.8399963378906,12951.199951171875,10422.60009765625,-7478.2000732421875,-4423.2000732421875,1510.0,3762.2000122070312,1.0,0.20732491219364876,-2.512680251194787,-1.2034226258037628,76561198039309853,enpitsu,27.0,-2069.550048828125,2348.929931640625,304.3999938964844,16149.49951171875,3658.3999633789062,2681.6000366210938,3621.9000244140625,2376.199951171875,3388.9999389648438,255.0,128.0,False,0.7022334312883542,2.602347506943207,0.7844122443702515,True,15,191.0,False,False,20,,bf81d8692db,games5425898691,20.0,-3176.409912109375,2368.969970703125,17.010000228881836,7562.7001953125,-11848.800048828125,2.199999988079071,1.899999976158142,-2.7000001072883606,1226.6999816894531,255.0,244.0,,-0.009578310210399706,-2.1499964339172166,7.575423031262666e-05,True,20,False,110.0,False,22,,KBR_SharKo,9145427433175672767,8.0,-3465.050048828125,4421.080078125,202.97000122070312,-4252.799987792969,-5903.699951171875,-7016.400146484375,929.4000244140625,823.0999755859375,2813.0999755859375,255.0,82.0,,-0.3200204466043283,2.193533810446409,1.6481925771217194,True,22,0.0,False,26,False,,edalti76,8179933407471405355,7.0,-835.0999755859375,4855.14990234375,17.0,6359.69970703125,-2408.000030517578,3.3000001311302185,-3.799999952316284,1.4000000059604645,1225.0,255.0,129.0,-0.009494587989580937,-2.8150861034562142,-0.00014785617219816824,True,6,False,8,255.0,False,,False
73,4989,156,False,False,0,9927.500721992565,-1368.0799560546875,-4776.27001953125,98.12999725341797,-22367.19970703125,-841.6000366210938,3843.2998657226562,-3097.9998779296875,1870.3999328613281,1677.7000427246094,0.0,-0.2806550079778897,2.160247036196108,-2.549636453519209,9145427433175672767,KBR_SharKo,8.0,-1126.3299560546875,-4749.27978515625,17.010000228881836,-17860.2001953125,-545.6999969482422,2.0999999344348907,1.0999999940395355,0.19999999552965164,-535.8000183105469,255.0,61.0,,0.00962127149818467,-3.1134471281442386,-9.659405886771008e-05,True,24,0.0,False,False,28,,8179933407471405355,edalti76,8.0,1790.0799560546875,-2930.699951171875,17.010000228881836,-338.1999969482422,-4570.799865722656,2.3999999463558197,-0.5999999865889549,0.3999999910593033,-2090.2999877929688,252.0,0.0,False,0.009552917787198988,-1.5987021341653125,-3.586911147772201e-06,True,8,False,217.0,False,10,,enpitsu,76561198039309853,27.0,-1213.0699462890625,-1571.9000244140625,17.049999237060547,-15762.7001953125,-10164.89990234375,-2.0999999344348907,0.0,-0.5999999865889549,0.0,255.0,128.0,False,0.016759426785200555,-2.5688249515817954,-1.937057904707007e-05,True,16,109.55140623225955,True,20,False,,games5425898691,bf81d8692db,20.0,-1329.699951171875,-666.0999755859375,17.0,-2315.5999755859375,-2405.2000427246094,3.3000001311302185,-4.699999988079071,-1.5000000596046448,-905.6999969482422,255.0,128.0,0.00963414552107818,-2.2857698173993644,-2.3349316173468567e-05,True,20,False,22,171.0,False,,
74,5057,159,False,False,0,8238.1126529179,-3684.760009765625,-2611.72998046875,96.7300033569336,-3066.300048828125,9421.099853515625,3560.2999877929688,-5019.800109863281,-1681.1000061035156,2823.900146484375,0.0,-0.7640318635692634,0.4107858952722372,0.8238850374517555,9145427433175672767,KBR_SharKo,8.0,-3574.75,-2796.570068359375,17.0,-1870.0999450683594,13464.100341796875,3.6000001430511475,0.09999999776482582,-0.3999999910593033,2215.500030517578,255.0,255.0,,0.009574428409860218,1.773325208943601,3.729425719247693e-05,True,24,251.88703654914775,True,False,28,,8179933407471405355,edalti76,8.0,462.30999755859375,-4543.83984375,17.010000228881836,-14151.199951171875,1246.2000274658203,0.0,3.799999952316284,-0.7000000029802322,-815.8000183105469,255.0,29.0,,0.009547465632854827,3.0574449749310944,-0.00010495877894237606,True,8,False,238.6001376208439,True,10,,enpitsu,76561198039309853,27.0,-3061.1201171875,-3688.2900390625,17.049999237060547,7655.7000732421875,4932.300109863281,3.1999999284744263,0.0,0.0,2468.000030517578,255.0,255.0,False,0.016673712300110794,0.6090971023959393,1.0039088992005568e-05,True,16,77.0,False,20,False,,games5425898691,bf81d8692db,20.0,-3276.280029296875,284.54998779296875,17.0,-2133.300018310547,13627.60009765625,3.4999999403953552,0.09999999776482582,-2.0000000298023224,1612.2000122070312,255.0,240.0,0.009562210806860944,1.7410342075873981,0.00028755602818912373,True,20,False,22,202.0,False,,
75,5073,159,False,False,0,7692.340996949333,-3978.719970703125,-1907.6199951171875,240.1300048828125,3440.1998901367188,9577.2998046875,1610.8999633789062,-1958.3000183105469,-777.5,5617.80029296875,0.0,0.42653435559486014,2.17808382074408,0.6470077053859495,9145427433175672767,KBR_SharKo,8.0,-3979.0,-2098.580078125,62.040000915527344,-6372.8997802734375,12846.800537109375,4477.099914550781,439.90001678466797,3664.2001342773438,996.6999816894531,255.0,201.0,,-0.3270269855830422,2.0707029186777453,0.5279103142392729,True,24,239.0,False,False,28,,8179933407471405355,edalti76,8.0,-434.8399963378906,-4094.260009765625,17.010000228881836,-15049.69970703125,10803.900146484375,1.899999976158142,1.0999999940395355,-1.0999999940395355,-212.90000915527344,255.0,97.0,,0.009577768313429231,2.5187422098165055,1.7005461310916466e-05,True,8,False,231.0,False,10,,enpitsu,76561198039309853,27.0,-2916.889892578125,-3112.2900390625,17.049999237060547,-3852.0999145507812,13064.100341796875,-2.199999988079071,-0.7000000029802322,1.899999976158142,470.99998474121094,255.0,0.0,False,0.016741997834239904,1.9000141767736238,-0.00035903767695155,True,16,36.21438291508666,True,20,False,,games5425898691,bf81d8692db,20.0,-3668.330078125,1016.97998046875,17.0,-4657.5,13030.899658203125,3.4999999403953552,-0.7999999821186066,2.3000000417232513,-1933.9999389648438,255.0,60.0,0.009567083662907901,1.849420762700085,-4.52299795246647e-05,True,20,False,22,202.0,False,,
76,5107,160,False,False,1,5103.1329090112085,3596.760009765625,810.1199951171875,141.5,8645.399780273438,-7680.0,2420.0999450683594,2315.8999633789062,-1083.0999755859375,5427.8997802734375,1.0,-0.6389511220571211,2.7777188860395787,2.003272776572749,76561198039309853,enpitsu,27.0,3435.77001953125,925.5900268554688,72.11000061035156,4635.0,-20757.39990234375,-872.5,3748.0999755859375,745.5999755859375,-3.1999999284744263,255.0,128.0,False,0.9817160261259226,-1.768538815267296,-0.001474287614169674,True,18,29.0,False,False,22,,bf81d8692db,games5425898691,20.0,3126.14990234375,-2950.31005859375,17.0,-6733.0999755859375,-20249.599609375,3.4999999403953552,0.19999999552965164,0.5000000074505806,1942.2999572753906,255.0,255.0,,-0.009573930263807021,-1.3197895001531603,6.0925171787491964e-05,False,20,False,130.0,False,22,,KBR_SharKo,9145427433175672767,8.0,3836.340087890625,756.6099853515625,16.899999618530273,-9445.0,-1114.4999694824219,-537.599983215332,297.7000045776367,1331.300048828125,-2086.7999267578125,255.0,95.0,,-0.03367279930551861,-0.05857186618865116,-0.0028945602849937526,True,24,208.0791655022611,True,28,False,,edalti76,8179933407471405355,8.0,1670.3699951171875,2301.56005859375,17.010000228881836,9220.900268554688,-15569.599609375,2.0999999344348907,-0.29999999329447746,0.7000000029802322,0.0,255.0,128.0,-0.009584089410137197,-2.1054786335130418,6.999212911029069e-05,True,8,False,10,255.0,False,,
77,5154,162,False,False,0,5437.831755762359,-3583.780029296875,412.8599853515625,161.97000122070312,-23435.80078125,21586.8994140625,13273.299560546875,-2144.199981689453,5361.9000244140625,1628.2000732421875,0.0,-0.11354356036828046,0.9524038431811209,1.1456959018777682,9145427433175672767,KBR_SharKo,8.0,-3491.179931640625,393.739990234375,17.219999313354492,-11586.199951171875,2002.8999328613281,208.89999389648438,-693.3000183105469,1543.800048828125,1521.6999816894531,232.0,255.0,False,-0.018836323788708573,2.993053620636293,0.02103460170727302,True,24,191.0,False,False,28,,8179933407471405355,edalti76,8.0,-3442.659912109375,235.52999877929688,52.08000183105469,-9320.499877929688,20142.60009765625,3590.8999633789062,-245.40000915527344,-131.00000381469727,1948.3999633789062,255.0,119.0,,0.01685977006370841,2.14519252496013,0.0011770876175450974,True,8,False,207.53737639355407,True,12,,enpitsu,76561198039309853,27.0,-3256.7900390625,1591.4200439453125,17.059999465942383,-295.40000915527344,-758.1999969482422,1.1999999731779099,0.5999999865889549,-0.7000000029802322,-187.39999771118164,128.0,128.0,False,0.016802396673539218,-1.9352665365408772,7.672349334497581e-05,True,18,255.0,False,22,False,,games5425898691,bf81d8692db,20.0,-1941.3199462890625,4353.60009765625,17.0,1766.6000366210938,-7880.10009765625,3.700000047683716,-0.19999999552965164,0.0,-2475.7000732421875,255.0,0.0,0.009544127676048259,-1.3758113786998558,-1.7908341847523313e-06,True,20,False,22,255.0,False,,
78,5497,166,False,False,1,5138.785848149406,-5.289999961853027,80.87000274658203,157.89999389648438,7813.4002685546875,-5814.4000244140625,9951.799926757812,-3218.3999633789062,-275.40000915527344,-586.8999862670898,1.0,0.14761481872142976,0.5592924235182646,-0.2660405209710772,bf81d8692db,games5425898691,20.0,-63.630001068115234,-35.369998931884766,97.0,-8722.19970703125,2755.4998779296875,551.8000030517578,-588.4999847412109,876.9999694824219,-4428.399963378906,255.0,47.0,,-1.173671315626139,0.6296994104524424,1.0531191588260862,True,3,0.0,False,False,4,,76561198039309853,enpitsu,27.0,-341.3999938964844,-98.13999938964844,83.94000244140625,17015.10009765625,15297.900390625,2207.5,-2434.499969482422,4915.400085449219,-401.5999984741211,255.0,0.0,,-0.6564906817350673,2.7378945555239587,-0.03519624397215575,True,1,False,0.0,False,2,,KBR_SharKo,9145427433175672767,7.0,-59.31999969482422,279.5899963378906,71.11000061035156,581.8999862670898,-21182.5,3101.7999267578125,2441.9000244140625,4690.299987792969,1512.4000549316406,255.0,255.0,,-0.06211939673766178,-1.376847119864838,-0.1704023244716766,True,3,0.0,False,4,False,,edalti76,8179933407471405355,8.0,-2932.2099609375,4377.64013671875,16.6200008392334,-2663.900146484375,5017.099914550781,82.39999771118164,6.3999998569488525,-18.300000429153442,-1.7000000178813934,255.0,128.0,-0.009418298836956433,-2.0686772207542554,-0.0013135039127840805,True,4,False,4,85.0,False,,
79,5641,171,False,False,0,8231.031077216518,-3440.10009765625,-2687.989990234375,123.19999694824219,10250.899658203125,13723.399658203125,6585.3997802734375,3331.300048828125,1162.0999908447266,-4852.900085449219,0.0,0.5225576156297735,1.7539092863050918,1.029209782053048,8179933407471405355,edalti76,7.0,-3552.39990234375,-2857.080078125,16.84000015258789,-10333.599853515625,18503.1005859375,-62.5,2913.5000610351562,-545.2999877929688,-2365.7000732421875,255.0,0.0,,-0.009951284452497246,2.000889445489108,-0.015043593635771565,False,4,205.19798687196547,True,False,4,,9145427433175672767,KBR_SharKo,8.0,4079.300048828125,-928.4099731445312,395.8299865722656,-59.699997901916504,-20708.89892578125,4805.400085449219,1878.800048828125,136.49999618530273,70.39999961853027,255.0,0.0,,-0.17695442054353078,-1.5666508728967683,1.57584423731522,True,6,False,195.45265355417806,True,6,,enpitsu,76561198039309853,27.0,-3676.739990234375,-59.630001068115234,17.049999237060547,-3440.10009765625,-6955.9002685546875,3.1999999284744263,0.0,0.0,2456.300048828125,255.0,255.0,False,0.016666809081964468,-2.0158361526111,2.2753740223274624e-05,True,4,,False,4,False,,games5425898691,bf81d8692db,20.0,-3733.1201171875,-1379.1700439453125,75.69000244140625,4016.9000244140625,-20421.300048828125,4032.9998779296875,-1458.9999389648438,-590.9999847412109,-427.20001220703125,255.0,62.0,-0.10531920673103169,-1.3824709438336775,0.07280039989649494,True,6,False,8,192.31953540155965,True,,
80,5696,173,False,False,0,5216.356616796213,-1469.0,-44.790000915527344,144.0,8756.799926757812,17114.300537109375,861.5000152587891,1082.5,807.3999786376953,-4861.300048828125,0.0,0.9490747674719116,2.398727555760196,1.1644946573483528,8179933407471405355,edalti76,7.0,-1454.6400146484375,-100.9800033569336,17.040000915527344,9289.299926757812,11749.89990234375,256.49999618530273,-222.09999084472656,-346.89998626708984,23.299999237060547,255.0,128.0,,0.04260219120720234,0.8915834231927937,-0.06636140759141285,False,4,205.8791655314866,True,False,4,,9145427433175672767,KBR_SharKo,8.0,1989.2900390625,-2043.1500244140625,17.020000457763672,-11406.099853515625,17737.60009765625,0.7000000029802322,0.29999999329447746,-0.7999999821186066,-14.800000190734863,255.0,128.0,,0.00958035405801165,2.1401944846819125,7.703008235608597e-05,True,6,False,162.0,False,6,,enpitsu,76561198039309853,27.0,-1802.81005859375,346.2099914550781,72.6500015258789,13258.00048828125,9744.199829101562,-1172.0999908447266,-2374.199981689453,2296.7999267578125,32.89999961853027,255.0,128.0,False,-0.7877016088253014,0.7917746394515911,0.014380536384708485,True,6,,False,6,False,,games5425898691,bf81d8692db,20.0,-1908.7099609375,-5087.89013671875,111.98999786376953,2261.699981689453,3.1999999284744263,364.00001525878906,-221.10000610351562,2334.499969482422,932.7999877929688,255.0,255.0,1.0523594404023313,0.9079398775302262,-0.6401216386867586,True,8,False,8,177.0,False,,
81,5710,173,False,False,1,5960.73156208774,982.77001953125,-820.0999755859375,110.19999694824219,-16925.10009765625,-10003.499755859375,498.49998474121094,-583.4000015258789,-1841.7999267578125,-2068.2000732421875,1.0,-0.6612102375654791,-0.3098801186104845,1.749026650951551,76561198039309853,enpitsu,27.0,1153.780029296875,-860.780029296875,55.13999938964844,-16064.49951171875,-14445.6005859375,2659.5001220703125,3862.60009765625,-2315.7000732421875,2900.4998779296875,255.0,128.0,False,-0.118007913225543,-0.7646712035709864,-0.046712752120606785,True,7,,False,False,8,,bf81d8692db,games5425898691,20.0,1945.1600341796875,4909.919921875,15.5600004196167,930.9999847412109,-7692.19970703125,45.79999923706055,-69.0999984741211,373.3000183105469,-2226.699981689453,255.0,0.0,,0.0068665343503785765,-1.6889745450374154,-0.006016018344548138,True,8,False,167.55774654111556,True,8,,KBR_SharKo,9145427433175672767,8.0,-1516.8499755859375,1102.280029296875,17.020000457763672,6484.5001220703125,-21116.59912109375,-1.899999976158142,-0.19999999552965164,0.9000000357627869,-858.8999938964844,255.0,60.0,,-0.009603545823116098,-1.846892190430917,-9.8467714981049e-05,True,6,146.31003029628468,True,6,False,,edalti76,8179933407471405355,7.0,921.8599853515625,-590.6500244140625,16.979999542236328,-9979.299926757812,-17056.199951171875,3.700000047683716,1.0000000149011612,1.5000000596046448,1799.2999267578125,255.0,255.0,-0.009582462831483871,-1.0903544063690502,0.00018992594168396534,False,4,False,4,161.97491614536577,True,,
