,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
73,4889,153,False,False,1,5032.567140176083,-3197.260009765625,2212.2099609375,310.1000061035156,18567.2998046875,7267.80029296875,5553.800048828125,4295.7000732421875,-1583.6000061035156,-3877.9000854492188,1.0,-0.7164714997081044,-2.689924483828296,2.0311455951235153,76561198861492046,cold,16.0,-3361.919921875,2070.97998046875,166.38999938964844,14480.30029296875,12640.6005859375,3488.800048828125,-123.29999923706055,4362.900085449219,-879.4999694824219,255.0,0.0,0.2067069336932695,2.271614245816471,0.07815034466140192,True,201.74291597899574,True,44,37,False,,76561198163023541,zeeUUuuUUUuu,11.0,-2804.27001953125,589.6300048828125,17.0,4854.2999267578125,12998.900146484375,3.4999999403953552,-1.5999999642372131,-4.900000095367432,-579.5000076293945,255.0,0.0,False,-0.009576845516334923,1.9202992413838853,5.870566024058069e-06,True,6,False,6,236.0,False,,enpitsu,76561198039309853,25,-3021.909912109375,4125.77978515625,17.049999237060547,-5487.2998046875,16649.599609375,3.700000047683716,0.29999999329447746,-0.7000000029802322,2923.699951171875,255.0,255.0,False,-0.016776715822140003,1.0660885942711893,0.00020515909814957723,True,255.0,False,18,False,16,,games5425898691,bf81d8692db,21.0,-2218.800048828125,4842.669921875,17.010000228881836,9353.200073242188,10100.10009765625,2.3000000417232513,0.09999999776482582,0.29999999329447746,-2181.699981689453,255.0,0.0,,-0.00956211655308588,2.3801132769100417,-3.6839623737537976e-05,True,26,22,69.0,False,False,,False
74,4946,155,False,False,0,8778.725207795413,-515.8400268554688,-3630.489990234375,110.77999877929688,-21218.00048828125,15484.200439453125,5935.4998779296875,3797.0001220703125,-4166.199951171875,-918.0999755859375,0.0,0.8242216567995344,2.4063821410120503,1.3376217361874618,bf81d8692db,games5425898691,21.0,-375.8500061035156,-3828.3798828125,62.61000061035156,-15943.699951171875,10584.3994140625,3143.3999633789062,-1491.3999938964844,-4168.299865722656,1073.1999969482422,255.0,173.0,0.09378971788751377,2.4894410265551437,-0.015654155461336444,True,90.0,False,28,23,False,,76561198039309853,enpitsu,25.0,2780.43994140625,-3128.889892578125,17.049999237060547,-16265.999755859375,8275.499877929688,-2.199999988079071,-0.09999999776482582,0.19999999552965164,-480.40000915527344,255.0,128.0,False,0.01679227670930076,2.63230695468645,0.00028389824260818076,True,18,False,16,208.0,False,,cold,76561198861492046,16,812.1400146484375,-3341.030029296875,21.989999771118164,-6216.9000244140625,15208.1005859375,2993.599853515625,0.19999999552965164,-0.7000000029802322,-8.00000011920929,255.0,128.0,False,0.016775025852765958,1.9579118292590065,5.378022565769908e-05,True,167.60378504055802,True,46,False,38,,zeeUUuuUUUuu,76561198163023541,11.0,-553.5700073242188,-1909.3599853515625,30.75,-22640.50048828125,-1880.0999450683594,-2053.5000610351562,-2006.0000610351562,-1342.7999877929688,-853.0999755859375,255.0,0.0,False,-0.0440801754452897,-3.1385786115795593,-0.3491475721268225,True,8,8,181.0,False,False,,
75,4987,156,False,False,1,4615.057333629128,3589.89990234375,1392.780029296875,269.3900146484375,14563.499755859375,2265.0999450683594,7069.0997314453125,4954.89990234375,2228.0999755859375,2546.300048828125,1.0,0.4433273552245376,-1.3685657261148851,-0.5326537344470355,76561198163023541,zeeUUuuUUUuu,11.0,3635.139892578125,1284.4300537109375,143.07000732421875,17346.300048828125,-478.80001068115234,1956.7999267578125,-1539.6000671386719,1862.5999450683594,-709.8999786376953,128.0,128.0,0.1474755464565067,2.379064469504888,-0.06019445792136436,True,158.0,False,10,8,False,,76561198861492046,cold,16.0,472.1700134277344,191.4499969482422,17.049999237060547,8626.900024414062,-21152.5,3.8999998569488525,-2.800000011920929,-1.0000000149011612,0.0,255.0,,,-0.016939445251701993,-1.9580536388162437,9.460230346627547e-06,True,46,False,40,185.0,False,,enpitsu,76561198039309853,25,-389.4700012207031,2373.31005859375,17.049999237060547,12723.900146484375,10239.299926757812,3.0000001192092896,-0.0,-0.0,2052.2000122070312,255.0,128.0,,-0.016763824325849382,2.3959451785316808,1.6504055291595033e-05,True,208.0,False,18,False,16,,games5425898691,bf81d8692db,21.0,2685.85009765625,2623.0,17.010000228881836,16469.599609375,-5072.9998779296875,2.0999999344348907,0.5000000074505806,-0.5999999865889549,16.299999952316284,255.0,128.0,,-0.009628089247741086,-2.8450673321860944,-6.891960264227404e-05,True,28,24,90.0,False,False,,
76,5060,159,False,False,1,3751.1286652057966,2179.669921875,1615.3499755859375,252.24000549316406,-7287.2998046875,10742.900390625,6835.0,1254.000015258789,2563.3999633789062,-5277.80029296875,1.0,-0.0008781365866528753,-0.7652020226631976,1.6251676628800966,76561198163023541,zeeUUuuUUUuu,12.0,2232.330078125,1465.6199951171875,127.88999938964844,-18096.800537109375,6294.7998046875,4515.4998779296875,0.3999999910593033,-0.0,-444.0999984741211,128.0,128.0,-0.009765117040120511,0.5714558000355406,0.001027936944956548,True,47.0,False,12,8,3,,76561198861492046,cold,16.0,3027.9599609375,-4683.81982421875,18.850000381469727,-12852.19970703125,-10769.200439453125,-73.49999904632568,271.8000030517578,97.10000038146973,-2155.5999755859375,255.0,0.0,False,-0.025993283501828533,-0.6133994631202445,0.07039853499279701,True,46,False,40,255.0,False,,enpitsu,76561198039309853,25,2113.199951171875,1782.260009765625,194.3800048828125,8958.499755859375,-20892.39990234375,2111.0000610351562,-0.0,-0.0,-50.70000171661377,128.0,128.0,False,-0.01685152844264024,-1.9262393239649356,8.890684885490362e-05,True,138.6702278352553,False,20,False,16,,games5425898691,bf81d8692db,21.0,2397.72998046875,3874.679931640625,17.020000457763672,-13910.10009765625,-2229.1000366210938,0.9000000357627869,0.5000000074505806,-0.19999999552965164,-103.4000015258789,255.0,128.0,,-0.009562448176240999,-0.14661881477241576,9.102054263469104e-05,True,28,24,255.0,False,False,,
77,5061,159,False,False,0,6744.914452202799,-2217.449951171875,-1474.199951171875,330.55999755859375,-7389.000244140625,27591.8994140625,14926.700439453125,5104.5001220703125,743.4999847412109,-3064.4000244140625,0.0,-0.14555102755974716,0.572397671770976,1.8777744722143717,76561198039309853,enpitsu,25.0,-2113.199951171875,-1782.260009765625,194.3800048828125,-8958.499755859375,20892.39990234375,2111.0000610351562,0.0,0.0,-50.70000171661377,128.0,128.0,0.01685152844264024,1.9262393239649356,8.890684885490362e-05,True,138.6702278352553,False,20,16,False,,bf81d8692db,games5425898691,21.0,-2397.72998046875,-3874.679931640625,17.020000457763672,13910.10009765625,2229.1000366210938,0.9000000357627869,-0.5000000074505806,0.19999999552965164,-103.4000015258789,255.0,128.0,,0.009562448176240999,0.14661881477241576,9.102054263469104e-05,True,28,False,24,255.0,False,,cold,76561198861492046,16,-2913.760009765625,4761.33984375,17.579999923706055,14300.10009765625,8108.0999755859375,-183.89999389648438,-573.4000015258789,-317.1999931335449,-2058.0999755859375,255.0,0.0,False,0.031026134683611456,0.43765419129133576,0.02375307330668712,True,255.0,False,46,False,40,,zeeUUuuUUUuu,76561198163023541,12.0,-2083.830078125,-1516.239990234375,160.27999877929688,17723.900146484375,-6003.2000732421875,3559.5001220703125,1402.7999877929688,-813.6000061035156,-1786.7999267578125,128.0,128.0,,0.022642906280350462,-0.7031377451659814,0.1255350105460449,True,12,8,47.0,False,3,,False
78,5182,163,False,False,1,9419.420725945532,1576.739990234375,-4254.7900390625,313.8399963378906,10963.900146484375,16700.2001953125,435.2000045776367,-2801.4999389648438,-497.40001678466797,5282.39990234375,1.0,0.3339639486765775,-0.9887286806210038,-3.0966748611008295,76561198861492046,cold,16.0,1457.3299560546875,-4348.18994140625,244.83999633789062,10885.10009765625,3598.599853515625,3770.10009765625,-948.4999847412109,-664.3000030517578,988.0999755859375,255.0,255.0,0.8570656121537793,2.3831702415102933,-0.2388854232607217,True,147.0,False,48,40,False,,76561198163023541,zeeUUuuUUUuu,11.0,-3091.469970703125,-1457.4200439453125,16.989999771118164,9912.2998046875,-14765.699462890625,4.699999988079071,-0.19999999552965164,0.3999999910593033,1641.6000366210938,255.0,255.0,False,-0.009587509501815503,-2.195330977003716,0.000176892757123111,True,12,4,8,255.0,False,,enpitsu,76561198039309853,25,1836.530029296875,-4054.8798828125,85.1500015258789,-15074.69970703125,7797.1002197265625,4292.9998779296875,526.1999893188477,1573.0000305175781,2877.5,0.0,255.0,False,0.10032205783304612,0.1412103997951495,-0.010005449343252367,True,118.69255077710716,True,22,False,17,,games5425898691,bf81d8692db,21.0,-143.94000244140625,-2650.469970703125,17.010000228881836,3677.60009765625,-4202.099914550781,2.3999999463558197,-0.3999999910593033,-0.0,1937.8999328613281,128.0,255.0,,-0.009661291584454305,-2.2762961048435337,3.648640660999543e-05,True,30,26,255.0,False,False,,False
79,5270,166,False,False,0,5922.695234006921,-3996.0400390625,93.41000366210938,310.1499938964844,8387.100219726562,6699.0997314453125,8734.89990234375,2147.7000427246094,998.0999755859375,-5512.7001953125,0.0,0.3453200858485539,-0.5515804041891418,-1.7815079238154092,bf81d8692db,games5425898691,21.0,-4074.820068359375,-30.81999969482422,205.55999755859375,-2997.9998779296875,3250.4000854492188,8266.300048828125,-1180.999984741211,3641.199951171875,697.6000213623047,255.0,0.0,-1.1363976001398475,2.0899966437798794,1.0229055830333014,True,223.72623633312924,True,32,26,False,,76561198039309853,enpitsu,25.0,-31.100000381469727,276.7300109863281,17.030000686645508,-203.79999160766602,-22608.60107421875,5.199999809265137,0.0,0.0,-0.09999999776482582,255.0,,,0.016792786689871303,-1.5798305963198105,4.395865697977695e-07,True,22,False,18,31.0,False,,cold,76561198861492046,16,-3062.7099609375,3262.27001953125,17.049999237060547,-4220.799865722656,-8996.900024414062,2.5999999046325684,0.3999999910593033,1.0000000149011612,-32.99999952316284,255.0,128.0,,0.016695075587334296,-2.0138697811958086,9.533270610483552e-05,True,147.0,False,48,False,40,,zeeUUuuUUUuu,76561198163023541,11.0,-3200.919921875,1464.6600341796875,17.0,-18181.600341796875,8852.899780273438,3.799999952316284,-0.7000000029802322,0.29999999329447746,-2517.2000122070312,255.0,0.0,False,0.009587034165548146,2.551596444759851,2.4440078886648034e-05,True,14,10,217.0,False,4,,
80,5336,169,False,False,1,6840.054528042644,2087.2099609375,-1595.530029296875,546.1400146484375,3293.0999755859375,13058.299560546875,10379.3994140625,3749.2999267578125,48.60000133514404,-4683.900146484375,1.0,-0.8075547472657081,2.276081482780021,-1.820981523618764,76561198861492046,cold,16.0,2208.449951171875,-1570.8900146484375,376.7099914550781,-11544.200439453125,13098.199462890625,-211.49999618530273,-2138.300018310547,-4597.0001220703125,-2131.699981689453,128.0,255.0,-0.16642937726700308,2.482235276111823,-2.3167028512312733,True,34.23807309263501,True,50,41,False,,76561198163023541,zeeUUuuUUUuu,11.0,2042.489990234375,-1764.239990234375,363.07000732421875,-7563.800048828125,17433.499755859375,2535.0999450683594,-1756.3999938964844,-643.0000305175781,-1159.7000122070312,128.0,255.0,False,0.38060722207460707,2.786971677584377,0.6910584917045584,True,16,4,11,153.0308987735421,True,,enpitsu,76561198039309853,25,842.9299926757812,4056.679931640625,17.040000915527344,8891.199951171875,-8205.2001953125,4.699999988079071,-0.29999999329447746,0.19999999552965164,-2541.4999389648438,255.0,0.0,False,-0.016731468352023535,-2.307493319452757,8.699670687264452e-05,True,92.0,False,22,False,18,,games5425898691,bf81d8692db,21.0,2278.2099609375,-1343.760009765625,329.7300109863281,-15561.199951171875,-4495.799865722656,4878.299865722656,1290.2000427246094,1428.0000305175781,1663.3000183105469,255.0,128.0,,0.576359336748655,-1.8104708536985805,-0.9842663189699858,True,34,26,167.0,False,4,,False
81,5439,173,False,False,0,8351.72955115699,-3228.030029296875,-2879.5400390625,240.22000122070312,-1585.5000305175781,27583.60107421875,10009.600219726562,5489.89990234375,-1473.699951171875,-1920.3999328613281,0.0,-0.16085743112402628,1.9749369562694408,-1.2854504827296063,76561198039309853,enpitsu,25.0,-3222.679931640625,-3146.1298828125,169.19000244140625,2543.8999938964844,20873.1005859375,3331.9000244140625,-1338.8999938964844,258.1999969482422,-75.3000020980835,255.0,128.0,-0.35476802681510694,1.4019978637531465,0.00813925198631553,True,167.0,False,24,19,False,,bf81d8692db,games5425898691,21.0,1173.8199462890625,1547.8699951171875,17.010000228881836,545.8000183105469,-11164.49951171875,2.0999999344348907,0.0,1.1999999731779099,-259.20000076293945,255.0,128.0,,0.00954283678194437,-1.5519699218133232,0.00021190917655083827,True,34,4,26,167.0,False,,cold,76561198861492046,16,-1885.260009765625,1737.300048828125,107.16999816894531,-12509.100341796875,14715.30029296875,-154.49999809265137,-4206.300048828125,-3543.5000610351562,-1.2999999523162842,128.0,128.0,False,-0.7555920139489319,-0.8709150418455988,-3.1412601140931855,True,0.0,False,52,False,43,,zeeUUuuUUUuu,76561198163023541,11.0,-2425.22998046875,-651.22998046875,17.010000228881836,-11981.800537109375,16445.30029296875,2.3000000417232513,-0.5000000074505806,0.5999999865889549,-1944.6000671386719,255.0,0.0,False,0.009580850231916627,2.132141017147728,-7.263484634490967e-05,True,16,12,93.0,False,4,,False
82,5547,177,False,False,1,9444.345769338073,1983.3699951171875,-4241.5400390625,334.4200134277344,-15956.199951171875,13974.7998046875,3634.1000366210938,2812.0999145507812,-4430.4998779296875,2908.800048828125,1.0,0.5336627103007925,0.19925714729157143,0.921420902215006,76561198861492046,cold,16.0,2040.5400390625,-4383.89013671875,233.6300048828125,-4942.9998779296875,10794.3994140625,129.399995803833,1720.2999877929688,-5083.500061035156,-1203.3000183105469,128.0,255.0,0.3056296342464245,1.5929844495248007,-1.3680861417797492,True,195.48524736076263,True,54,45,False,,76561198163023541,zeeUUuuUUUuu,11.0,1784.6199951171875,-5102.990234375,261.2799987792969,-12488.599853515625,2.7000001072883606,-4736.400146484375,0.19999999552965164,38.499999046325684,0.0,128.0,128.0,,-0.3191448463677598,-0.01011112101185711,1.573986497110495,True,16,4,12,15.0,False,,enpitsu,76561198039309853,25,2102.1298828125,-3410.60009765625,17.049999237060547,-10152.100219726562,-8397.2998046875,-0.9000000357627869,-0.29999999329447746,-0.29999999329447746,-2308.800048828125,255.0,128.0,,-0.016742924138657918,-0.6326216410186181,-9.188579986481392e-06,True,134.0,False,24,False,20,,games5425898691,bf81d8692db,20.0,2105.550048828125,-1813.5799560546875,17.010000228881836,-5137.9998779296875,-12960.699462890625,2.0999999344348907,-0.29999999329447746,-1.0000000149011612,-521.1000061035156,255.0,128.0,,-0.009578453741235341,-1.1459761385916303,0.0001898770637088766,True,34,26,228.0,False,4,,
83,5590,178,False,False,0,3320.5725617225935,478.29998779296875,2117.169921875,115.88999938964844,24448.00048828125,-7989.69970703125,-1011.3999938964844,-146.70000076293945,2313.5000610351562,1487.1000671386719,0.0,0.9780436913400451,-2.879919203505798,2.6568621369388556,bf81d8692db,games5425898691,20.0,295.8999938964844,2096.25,16.1299991607666,19779.200439453125,-11045.50048828125,-648.0999755859375,1502.7000427246094,1790.2000427246094,-1163.8999938964844,255.0,240.0,0.02985804623018797,-0.4789323887103298,0.003945100794556344,True,135.24269245260504,True,34,26,4,,76561198039309853,enpitsu,25.0,107.20999908447266,3423.5,17.049999237060547,13805.50048828125,-2613.2998657226562,3.0000001192092896,0.0,0.0,-1619.9000549316406,255.0,0.0,,0.01676412498400429,-0.19837259929885875,-0.00026408200839535403,True,24,False,20,134.0,False,,cold,76561198861492046,16,-1197.1700439453125,2584.510009765625,16.90999984741211,11285.699462890625,-8938.400268554688,27.5,-20.09999990463257,-12.699999809265137,2002.2999572753906,255.0,255.0,,0.018005506321245375,-0.6309743368389374,0.0005529501248834682,True,157.93914827223745,True,54,False,46,,zeeUUuuUUUuu,76561198163023541,11.0,296.8999938964844,5168.81982421875,17.0,12052.39990234375,-5104.200134277344,3.700000047683716,-4.4999998807907104,1.7000000178813934,-2280.5999755859375,255.0,0.0,,0.00957153350894125,-0.46730873496355724,0.000256260252477955,True,16,12,0.0,False,4,,
84,5677,181,False,False,1,7410.62458171942,-3979.919921875,-440.57000732421875,1064.0,8340.30029296875,5105.4998779296875,9291.900024414062,-1040.999984741211,3564.5001220703125,314.6999931335449,1.0,-1.3262557805030843,1.914445360832959,-2.704331450407638,76561198861492046,cold,16.0,-4078.93994140625,-471.05999755859375,893.5700073242188,2.0999999344348907,5336.7999267578125,11257.60009765625,1783.8999938964844,-0.5000000074505806,-0.7000000029802322,128.0,255.0,1.3547346335628105,1.492512271483757,1.4944077177036896,True,127.0,False,56,48,False,,76561198163023541,zeeUUuuUUUuu,11.0,-3702.3701171875,-3334.139892578125,16.799999237060547,7822.9998779296875,-3620.0,48.29999923706055,25.999999046325684,33.399999141693115,-2136.300048828125,255.0,128.0,False,-0.007164804669011394,-2.6571969359565255,-0.0003974696430142853,True,18,4,14,0.0,False,,enpitsu,76561198039309853,25,-327.0400085449219,-92.62999725341797,17.049999237060547,3068.900146484375,12790.0,2.5,-0.3999999910593033,-1.2999999523162842,-103.4000015258789,255.0,128.0,False,-0.016725284100299338,1.8186908402746698,0.00014598318648771885,True,165.0,False,24,False,20,,games5425898691,bf81d8692db,21.0,-3372.409912109375,1316.3499755859375,91.61000061035156,2409.9000549316406,16632.900390625,-139.79999542236328,-5445.10009765625,773.6000061035156,38.90000104904175,255.0,128.0,,1.4116169003979744,-1.4738337214792998,3.096801498918742,True,38,28,255.0,False,4,,
85,5764,184,False,False,0,6625.5837230084735,1461.0400390625,-1052.1500244140625,724.02001953125,-6306.9000244140625,13097.900390625,-1090.199966430664,-4750.199890136719,-3383.2998657226562,1409.7999572753906,0.0,0.5619995178278132,-2.4661490946232285,3.0861577365364843,bf81d8692db,games5425898691,21.0,1471.300048828125,-1168.8399658203125,623.9500122070312,-6212.5,5693.699951171875,6195.7000732421875,-2823.5000610351562,1641.0000610351562,-756.5000152587891,255.0,126.0,-1.5086611613772205,-1.3419609518151965,3.0916505994616528,True,161.03247316934733,True,40,29,4,,76561198039309853,enpitsu,25.0,402.4800109863281,-1416.4000244140625,17.049999237060547,15.099999904632568,1.1999999731779099,2.5999999046325684,-0.5000000074505806,0.3999999910593033,0.0,128.0,128.0,False,0.01684755825876753,0.07542435978384895,4.7202383799293324e-05,True,24,False,20,165.0,False,,cold,76561198861492046,16,2566.199951171875,2246.6201171875,17.059999465942383,-14497.60009765625,-2036.4999389648438,1.1999999731779099,0.7000000029802322,0.0,-51.10000133514404,255.0,128.0,False,0.016761737186448022,-3.008122999725392,7.672619539175327e-05,True,109.0,False,56,False,48,,zeeUUuuUUUuu,76561198163023541,11.0,1460.030029296875,3191.429931640625,17.010000228881836,-11316.199951171875,-3945.0,2.0000000298023224,0.29999999329447746,0.09999999776482582,-466.5999984741211,255.0,128.0,False,0.009551442165447661,-2.852995338606618,0.00025945354375970066,True,18,14,255.0,False,4,,
86,5807,186,False,False,1,6191.720526757597,-503.260009765625,-891.5399780273438,238.08999633789062,26811.0009765625,-2528.2000732421875,9503.099975585938,4131.499938964844,-1995.5000305175781,-3866.300048828125,1.0,1.0029594764798593,-2.923237079735558,0.4097476577783288,76561198861492046,cold,16.0,-729.22998046875,-1004.8499755859375,127.6500015258789,17299.100341796875,12922.80029296875,2676.6000366210938,3430.4998779296875,4275.299987792969,-450.6999969482422,,0.0,-0.03363526918835625,2.2798236292769842,0.594158272766617,True,120.68274381340193,True,58,49,False,,76561198163023541,zeeUUuuUUUuu,11.0,-128.22999572753906,-2850.64990234375,17.010000228881836,10063.200073242188,-3483.599853515625,2.3999999463558197,0.9000000357627869,-0.19999999552965164,1634.6000671386719,255.0,255.0,,-0.009540756161738944,-2.7985316322528835,0.0003018645812629351,True,18,4,14,255.0,False,,enpitsu,76561198039309853,25,-638.3200073242188,1968.6099853515625,17.049999237060547,5740.2001953125,8055.3997802734375,2.5999999046325684,0.5999999865889549,0.7999999821186066,-777.6999664306641,255.0,0.0,,-0.016676673125835696,2.247328885511199,0.000320599819017222,True,165.0,False,24,False,20,,games5425898691,bf81d8692db,21.0,-547.6500244140625,620.8599853515625,398.2699890136719,5831.9000244140625,-3488.2000732421875,-5861.6998291015625,1904.1000366210938,77.39999771118164,90.20000457763672,255.0,128.0,,0.5178443360360765,-1.5850321044109237,-0.345936105867595,True,40,30,149.0,False,4,,
87,5881,189,False,False,0,4107.227138710075,-2559.8701171875,1384.8900146484375,400.54998779296875,6798.900146484375,4560.299987792969,12166.99951171875,-2007.5,5612.60009765625,-683.8999938964844,0.0,0.9550561892872848,0.22007431524711568,2.3170168955416828,bf81d8692db,games5425898691,21.0,-2508.5400390625,1356.1600341796875,215.44000244140625,-7333.699951171875,4368.399963378906,1690.5000305175781,4943.699951171875,676.2000274658203,1337.7000427246094,255.0,225.0,-0.5881027712576617,2.9543577995392107,-0.642654571536254,True,129.0,False,42,31,4,,76561198039309853,enpitsu,25.0,-1734.3399658203125,-3063.409912109375,17.049999237060547,7149.89990234375,-10069.600219726562,3.1999999284744263,0.0,0.0,2358.000030517578,255.0,255.0,,0.01672008925990893,-0.8911750777653861,-4.458412930574619e-06,True,24,False,20,177.0,False,,cold,76561198861492046,16,-3732.449951171875,1019.2999877929688,17.040000915527344,7760.30029296875,16108.499755859375,4.300000071525574,-2.0000000298023224,-3.6000001430511475,-1746.199951171875,255.0,0.0,False,0.01677592222895531,1.0254155969921723,0.00010144012185559052,True,255.0,False,58,False,50,,zeeUUuuUUUuu,76561198163023541,11.0,-2461.93994140625,1647.27001953125,245.75999450683594,-9045.2001953125,-13404.200439453125,2760.10009765625,3414.1000366210938,3208.599853515625,-245.40000915527344,128.0,255.0,,-0.35841108324401094,-2.2531204962871803,-0.7527728747245951,True,20,15,192.32379360865525,True,4,,
88,5966,192,False,False,1,7892.915308059148,530.5399780273438,-2744.449951171875,1015.0900268554688,-14665.699462890625,-9576.300048828125,1815.0,2099.9000549316406,-5577.1002197265625,-696.9999694824219,1.0,-0.6229282530032156,-0.2856595267664983,2.3535740435899544,76561198861492046,cold,16.0,684.719970703125,-2664.2900390625,869.9099731445312,-4673.299865722656,-6433.4002685546875,3629.1000366210938,-3118.599853515625,4490.4998779296875,-599.3999862670898,0.0,255.0,-0.5023062562982528,-2.37587445426211,1.960736207955816,True,98.3716819491439,True,60,50,False,,76561198163023541,zeeUUuuUUUuu,11.0,3725.3701171875,-1239.6400146484375,16.989999771118164,-3854.8001098632812,-17666.800537109375,2.8999999165534973,-1.0000000149011612,-10.299999713897705,0.0,255.0,128.0,,-0.009536661689238403,-1.3561401679154583,-0.000513374141259541,True,20,4,16,93.41944972930425,True,,enpitsu,76561198039309853,25,-38.54999923706055,-106.73999786376953,17.049999237060547,-3148.3999633789062,-22783.40087890625,-2.0999999344348907,-0.0,-0.9000000357627869,6.000000238418579,128.0,128.0,False,-0.01678270370504929,-1.434111640919553,-4.760234227949866e-05,True,19.0,False,24,False,20,,games5425898691,bf81d8692db,20.0,1631.6099853515625,-2278.719970703125,17.010000228881836,-20041.8994140625,-2451.4999389648438,-0.29999999329447746,0.5000000074505806,-0.3999999910593033,0.0,255.0,128.0,,-0.009570329810738742,-0.12172443100626909,2.649498863562826e-05,True,42,32,75.4677247898553,True,4,,True
89,6036,194,False,False,0,3792.206377420495,2891.969970703125,4960.7998046875,348.8299865722656,-4643.399963378906,-1921.300048828125,4476.700134277344,-2782.60009765625,4189.100036621094,-3272.3001098632812,0.0,-0.22627802541777164,-2.4629524983966085,-0.6947881512271853,bf81d8692db,games5425898691,20.0,3034.52001953125,4902.81982421875,279.7900085449219,1911.9000244140625,-728.7000274658203,-1081.9000244140625,2119.600067138672,-3903.2000732421875,1088.0000305175781,255.0,255.0,-0.4229310020679192,1.6024024778721155,-0.6828072243817529,True,63.0,False,44,32,6,,76561198039309853,enpitsu,25.0,3235.510009765625,627.5900268554688,17.049999237060547,11441.199951171875,-14021.400146484375,2.5,-0.3999999910593033,0.3999999910593033,0.0,255.0,0.0,True,0.016787299000220603,-0.8863945841146407,5.1362341945554324e-05,True,24,False,20,0.0,False,,cold,76561198861492046,16,390.6199951171875,4260.7001953125,17.049999237060547,9384.099731445312,1065.999984741211,2.5999999046325684,-0.7999999821186066,0.0,-120.9000015258789,255.0,128.0,False,0.016668949598433222,0.10048201834110217,0.00011975019122920842,True,122.0,False,60,False,50,,zeeUUuuUUUuu,76561198163023541,12.0,-817.6699829101562,4899.47021484375,16.989999771118164,15668.499755859375,-35.899999141693115,4.4999998807907104,-0.5000000074505806,1.0000000149011612,-1.2999999523162842,0.0,128.0,,0.00988876982411107,-0.0025515394413632617,4.672763081478409e-05,True,20,16,255.0,False,4,,
