,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
39,2714,74,False,False,1,4791.503815195723,3404.8798828125,1057.8399658203125,190.1300048828125,10988.499755859375,1343.0999755859375,6135.9002685546875,-314.59999084472656,-2172.7999877929688,5583.800048828125,1.0,0.4917992217308477,-3.0891995095341604,1.7800619391893369,bf81d8692db,games5425898691,18.0,3310.35009765625,974.6699829101562,80.27999877929688,11363.499755859375,-8416.900024414062,1907.8999328613281,3869.4000244140625,2402.2000122070312,1300.5000305175781,255.0,62.0,,-0.5670903922964811,-2.7129303952118398,0.24076323943096398,True,34,31,False,67.0,False,,76561198039309853,enpitsu,26.0,287.2900085449219,1702.1700439453125,17.030000686645508,-3802.9998779296875,-22660.50048828125,5.0,-0.09999999776482582,-0.29999999329447746,4.799999892711639,255.0,128.0,False,-0.01678645336466191,-1.4050487136784575,-3.1626982369340895e-05,True,12,False,0.0,False,16,,あSENPAIあ,b497dcf8b2b,18.0,3429.580078125,1136.1600341796875,17.040000915527344,1.0999999940395355,-5074.700012207031,4.300000071525574,2.3999999463558197,-0.0,582.7999877929688,0.0,215.0,,-0.017146855766000075,-1.544446845107325,0.0001402720256232567,False,16,227.0,False,16,False,,死.ツ,b26c0f948eb,19.0,3093.75,1494.219970703125,46.02000045776367,9542.80029296875,-20642.5,3437.9998779296875,-27.899999618530273,-38.90000104904175,1675.7000732421875,227.0,255.0,-0.015913574913922594,-2.0938721012247963,0.0014794206750857863,False,102.0,False,15,12,False,,False
40,2766,76,False,False,0,6594.69392924989,-3162.820068359375,-1052.8599853515625,137.41000366210938,13949.3994140625,11030.400390625,6526.400146484375,4449.89990234375,-2863.3999633789062,2828.2000732421875,0.0,-1.2736679735162997,2.384139337698512,-0.4412046043162906,b497dcf8b2b,あSENPAIあ,18.0,-3282.31005859375,-1192.4100341796875,51.619998931884766,13822.099609375,7174.69970703125,2700.0,-929.4000244140625,4106.9000244140625,-1286.6000366210938,255.0,87.0,,0.08157177356984763,0.5495399738763486,0.01720116860554185,True,18,17,False,181.0,False,,b26c0f948eb,死.ツ,19.0,-3510.449951171875,1726.4200439453125,17.030000686645508,13469.3994140625,-2142.5,13.500000238418579,34.50000047683716,32.30000019073486,-2232.7000427246094,253.0,0.0,False,0.015078448255790664,-0.2216750333757002,-0.0015207472358270753,True,12,False,102.0,False,16,,enpitsu,76561198039309853,26.0,-1571.97998046875,551.75,17.040000915527344,-15866.8994140625,-6315.30029296875,3.799999952316284,-0.5999999865889549,0.0,5.600000023841858,255.0,255.0,,0.016793035778121326,-2.7621065927264246,-5.443309381697713e-05,True,16,,False,12,False,,games5425898691,bf81d8692db,18.0,-4078.97998046875,56.650001525878906,350.6600036621094,1.899999976158142,8029.000244140625,-4879.800109863281,-427.09999084472656,0.0,0.09999999776482582,255.0,128.0,0.5538145771648337,1.5819968664095898,1.5769745414521659,True,67.0,False,34,32,False,,
41,2854,79,False,False,0,3519.5965269437024,768.3300170898438,2038.780029296875,138.72999572753906,1061.6999816894531,12760.699462890625,3349.4000244140625,1553.3000183105469,5095.299987792969,2761.300048828125,0.0,-0.8477375032271207,1.1755164602893386,1.1969655733906444,b497dcf8b2b,あSENPAIあ,18.0,837.5800170898438,1932.0699462890625,17.030000686645508,738.6000061035156,13856.700439453125,5.600000023841858,0.0,-0.09999999776482582,2213.000030517578,255.0,255.0,,0.016754461124352672,1.5809398195974302,3.1509093801909476e-05,False,18,18,False,128.0,False,,b26c0f948eb,死.ツ,19.0,-1293.6500244140625,-161.6199951171875,17.059999465942383,13742.39990234375,15088.499755859375,1.2999999523162842,0.0,0.0,4.600000083446503,255.0,128.0,False,0.016789593663653075,0.8325781987366775,8.590895318179118e-06,False,12,False,242.0,False,16,,enpitsu,76561198039309853,26.0,-1842.0799560546875,-304.3299865722656,17.049999237060547,189.50000762939453,9175.599975585938,3.1999999284744263,0.0,0.0,2463.0999755859375,255.0,255.0,,0.016678611668046933,1.5874885897551874,9.439701715934842e-06,True,18,,False,14,False,,games5425898691,bf81d8692db,18.0,-850.2100219726562,4875.39990234375,17.010000228881836,13613.499755859375,1454.4000244140625,2.0999999344348907,1.0999999940395355,0.29999999329447746,-298.0999946594238,0.0,128.0,0.009925501828889623,0.07839199061442734,8.149890858686705e-05,True,19.0,False,36,34,False,,
42,2879,80,True,True,0,2637.757905143629,860.5900268554688,3172.219970703125,181.49000549316406,-866.8000030517578,13860.50048828125,4303.2000732421875,513.4000015258789,5368.499755859375,2629.5001220703125,0.0,-0.7268259377284341,1.5986900485867057,0.06798243551992898,b497dcf8b2b,あSENPAIあ,18.0,879.8499755859375,3119.489990234375,53.72999954223633,-2467.2999572753906,12473.199462890625,3064.5999145507812,-91.80000305175781,-2149.4000244140625,2346.4999389648438,255.0,255.0,,0.011230039632578107,1.3267444161027986,-0.016112753542825348,False,20,19,False,128.0,False,,b26c0f948eb,死.ツ,19.0,-250.0399932861328,1321.800048828125,17.059999465942383,10950.699462890625,16828.299560546875,1.2999999523162842,3.1999999284744263,4.900000095367432,-826.3999938964844,246.0,128.0,False,0.016776622478745676,0.9526557877566876,-6.825654602621781e-06,False,12,False,242.0,False,16,,enpitsu,76561198039309853,26.0,-2373.219970703125,569.4000244140625,97.95999908447266,-9830.800170898438,13350.999755859375,-154.49999809265137,-4414.599914550781,-3280.2999877929688,1.5000000596046448,255.0,128.0,,1.3685915452253752,-0.9330704648162806,3.1402160326473094,True,20,,False,15,False,,games5425898691,bf81d8692db,18.0,-83.87000274658203,4848.490234375,17.010000228881836,3999.1000366210938,-348.3000183105469,2.3999999463558197,-0.19999999552965164,-1.0000000149011612,1691.6000366210938,255.0,255.0,0.009568987855127999,-0.17933296289553344,0.00021757617684031602,True,19.0,False,36,34,False,,
43,3171,81,False,False,1,5236.944027569174,14.720000267028809,-22.260000228881836,80.38999938964844,962.3999786376953,5604.6002197265625,-6890.0,-498.1999969482422,-2439.199981689453,-5459.000244140625,1.0,-0.04731511100577432,0.0943075465913777,0.011764338541701547,76561198039309853,enpitsu,26.0,31.709999084472656,-129.0800018310547,111.94000244140625,-11192.19970703125,7903.599853515625,2789.8001098632812,2359.9000549316406,-930.0,-4880.10009765625,255.0,128.0,,-1.2161594481636049,-2.448598054101176,-2.6684194288647767,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,17.0,2168.449951171875,-3729.840087890625,17.010000228881836,19356.099853515625,-8580.0,1.899999976158142,-0.5000000074505806,0.09999999776482582,-9.100000262260437,255.0,128.0,,-0.00960167043261993,-2.723124385470205,5.138624666473528e-05,True,False,False,0.0,False,False,,あSENPAIあ,b497dcf8b2b,18.0,-98.91000366210938,108.87000274658203,80.77999877929688,3659.5999145507812,-13601.300048828125,-1695.8000183105469,2017.2000122070312,1286.6999816894531,4952.200012207031,255.0,98.0,,-0.5803490742656603,-2.884562454062102,1.4923375650933273,True,4,0.0,False,3,False,,死.ツ,b26c0f948eb,18.0,-0.0,2524.5400390625,16.93000030517578,-0.0,-13498.1005859375,29.800000190734863,-8.799999952316284,-0.0,0.0,255.0,,-0.017196926123514162,-1.5707634029968365,7.287374879754191e-06,,146.0,False,4,4,False,,
44,3173,82,False,False,0,5215.513199791057,-100.83000183105469,-14.539999961853027,102.06999969482422,-19808.199462890625,-2252.100067138672,2193.5000610351562,2208.3999633789062,793.3000183105469,-1886.9999694824219,0.0,0.204651464854116,-0.46906292755066187,0.25670859933376533,b497dcf8b2b,あSENPAIあ,18.0,90.44999694824219,-52.31999969482422,82.75,-1191.2000274658203,6474.69970703125,862.6999664306641,-4976.600036621094,-1204.8999786376953,2007.7999877929688,255.0,83.0,,0.5234692810489459,-2.5531938467670563,1.8546743728181363,True,4,3,False,0.0,False,,b26c0f948eb,死.ツ,18.0,0.0,-2388.449951171875,17.049999237060547,0.0,13699.7998046875,3.799999952316284,1.2999999523162842,0.0,0.0,255.0,,,0.016815442908139338,1.5707601576753898,7.265983750746872e-06,,4,False,146.0,False,4,,enpitsu,76561198039309853,26.0,36.11000061035156,119.30000305175781,154.50999450683594,7999.89990234375,-1486.6999816894531,4754.599914550781,4812.900085449219,26.90000057220459,-2661.7001342773438,255.0,128.0,,0.9180304715248884,1.9318997895032346,-2.563640588041083,True,2,0.0,False,1,False,,games5425898691,bf81d8692db,17.0,-2361.919921875,3815.81005859375,17.010000228881836,-19343.800048828125,8606.500244140625,1.899999976158142,0.5000000074505806,-0.09999999776482582,-1.899999976158142,255.0,128.0,0.009601681618021028,2.7226831809425676,4.92680455268099e-05,True,0.0,False,False,False,False,,
45,3245,84,False,False,1,5512.794440812922,3977.949951171875,569.1699829101562,387.7300109863281,-13000.799560546875,24853.30078125,2572.60009765625,3266.4999389648438,4553.2000732421875,2144.1000366210938,1.0,0.3350793338214001,2.889910614482434,0.006496254819778904,bf81d8692db,games5425898691,18.0,4078.989990234375,311.29998779296875,442.5899963378906,-0.9000000357627869,19828.499755859375,-11654.49951171875,-1868.6000061035156,-0.09999999776482582,0.09999999776482582,255.0,250.0,,-0.5874081695114566,1.5823272503242314,-1.5771430731281482,True,False,False,False,124.0702538849205,True,,76561198039309853,enpitsu,26.0,-2091.18994140625,-80.01000213623047,17.049999237060547,-10550.0,-2038.3000183105469,2.5999999046325684,-1.0999999940395355,-0.0,-458.10001373291016,255.0,128.0,,-0.01670189088086009,-0.1562216756019822,0.00017628859551455862,True,2,False,0.0,False,2,,あSENPAIあ,b497dcf8b2b,18.0,1425.9100341796875,390.6000061035156,17.049999237060547,10805.10009765625,12096.500244140625,0.3999999910593033,-0.0,-0.0,995.4000091552734,255.0,218.0,,-0.016777482210844838,2.29164816336576,0.00023212148752178627,False,4,0.0,False,4,False,,死.ツ,b26c0f948eb,18.0,3893.159912109375,1364.22998046875,23.90999984741211,10569.599609375,17612.099609375,1922.5999450683594,-876.2000274658203,-3511.9000244140625,2027.7999877929688,255.0,255.0,0.08635203466853394,2.051876727116246,-0.1676684731457224,True,78.0,False,4,4,False,,
46,3329,87,False,True,1,1423.2216168342231,890.239990234375,3716.7900390625,160.6300048828125,-13284.49951171875,27557.60009765625,-2620.1998901367188,-2882.2000122070312,-613.6999893188477,5226.400146484375,1.0,-0.14946308216659038,-1.67833179835888,-1.7097810385923697,bf81d8692db,games5425898691,18.0,952.1099853515625,3445.93994140625,134.77000427246094,-3233.2000732421875,22768.00048828125,400.40000915527344,-2156.0000610351562,-2514.600067138672,2223.9999389648438,255.0,236.0,,0.03213169329791222,1.343009514902484,-0.11472644590988078,True,4,3,False,22.875922374827887,True,,76561198039309853,enpitsu,26.0,-3518.1201171875,27.889999389648438,17.059999465942383,10915.30029296875,-2336.300048828125,2.3999999463558197,-2.0000000298023224,4.900000095367432,2308.9999389648438,255.0,128.0,False,-0.016502103521410166,-2.973823458242621,0.0001987471811482512,True,2,False,255.0,False,2,,あSENPAIあ,b497dcf8b2b,18.0,1717.47998046875,4982.10986328125,22.690000534057617,-17657.60009765625,-2416.199951171875,-583.1000137329102,-1797.1000671386719,-8.700000047683716,495.40000915527344,255.0,128.0,,-0.03928730271732988,-0.18699454201983826,-0.202857233454641,True,6,,False,6,False,,死.ツ,b26c0f948eb,18.0,1043.219970703125,3933.969970703125,52.04999923706055,-16598.599853515625,-12369.599609375,3586.0000610351562,-13.300000429153442,-8.500000238418579,-407.99999237060547,255.0,255.0,-0.016819416441339635,-0.5419237099212518,0.0009489175636106093,True,186.40487741398556,True,5,4,False,,False
47,3330,87,False,False,0,8982.67023594247,-814.4500122070312,-3842.300048828125,155.33999633789062,35405.6005859375,-10471.99951171875,9649.500122070312,4796.700134277344,911.6000366210938,-3487.0999145507812,0.0,-0.10105673787836522,1.8047809333028058,-1.722398029893649,b26c0f948eb,死.ツ,18.0,-1043.219970703125,-3933.969970703125,52.04999923706055,16598.599853515625,12369.599609375,3586.0000610351562,13.300000429153442,8.500000238418579,-407.99999237060547,255.0,255.0,False,0.016819416441339635,0.5419237099212518,0.0009489175636106093,True,6,4,False,182.92612474451784,True,,b497dcf8b2b,あSENPAIあ,18.0,-1571.06005859375,-4957.8798828125,18.690000534057617,17518.699951171875,3212.9998779296875,-384.39998626708984,1431.0000610351562,136.49999618530273,44.40000057220459,255.0,128.0,,0.03341265444170882,0.20610532367803924,-0.06400863171892661,True,6,False,,False,6,,enpitsu,76561198039309853,26.0,3425.070068359375,-17.719999313354492,17.059999465942383,-11309.89990234375,273.0999946594238,2.199999988079071,1.0000000149011612,-0.7000000029802322,2359.600067138672,255.0,128.0,False,0.01667602681431139,-3.1142762314635797,8.210597830322947e-05,True,2,255.0,False,2,False,,games5425898691,bf81d8692db,18.0,-927.1799926757812,-3619.25,136.08999633789062,2800.10009765625,-19019.599609375,-36.70000076293945,-1043.3999633789062,5392.5,-285.10000228881836,255.0,255.0,0.047832179893678835,-1.2876107490745363,-0.6420199090568578,True,19.397169705360167,True,4,3,False,,
48,3415,90,False,False,1,5946.546869219589,-3425.449951171875,1055.0899658203125,189.8000030517578,20361.500244140625,-8429.7998046875,-4779.5001220703125,521.5999984741211,1591.300048828125,-5761.500244140625,1.0,0.24109832430796052,-1.829700912235109,-1.669235282053732,76561198039309853,enpitsu,26.0,-3567.860107421875,1003.7100219726562,104.7300033569336,5857.39990234375,-2716.6000366210938,-9.399999976158142,362.79998779296875,5484.2999267578125,201.10000610351562,128.0,0.0,False,0.7650424036714542,1.5534918184209845,1.384419889429644,True,4,3,False,255.0,False,,bf81d8692db,games5425898691,18.0,60.81999969482422,4133.41015625,98.02999877929688,-741.5000152587891,-16709.300537109375,-144.399995803833,5496.500244140625,-180.10000228881836,-73.00000190734863,255.0,128.0,,0.8821997207957276,1.6197382100652689,-3.1206258743461315,True,5,False,31.0,False,6,,あSENPAIあ,b497dcf8b2b,18.0,-3123.389892578125,2717.75,17.059999465942383,6684.2999267578125,-14610.6005859375,1.2999999523162842,-0.3999999910593033,0.5999999865889549,261.00000381469727,255.0,128.0,False,-0.016785562460766058,-2.018755241513213,-7.310469198134069e-05,True,8,21.0,False,8,False,,死.ツ,b26c0f948eb,19.0,-3757.93994140625,1125.1099853515625,197.63999938964844,-10291.099853515625,-20480.90087890625,225.6999969482422,4225.799865722656,2561.7999267578125,-2414.4000244140625,255.0,224.0,-0.2420233116741996,-1.1161165010491554,-0.9519911328986299,True,95.0,False,8,7,False,,False
49,3524,94,False,False,1,6415.876983261564,2089.080078125,-1163.969970703125,104.7699966430664,16638.1005859375,6996.500244140625,2670.7000732421875,4698.900146484375,2284.9000549316406,-2949.4000244140625,1.0,-0.37673815383754167,-1.3182802907956532,0.20333280161487693,bf81d8692db,games5425898691,18.0,1926.3199462890625,-1306.02001953125,16.639999389648438,11482.60009765625,6479.2999267578125,-207.19999313354492,1332.1000671386719,-1266.9999694824219,3040.10009765625,255.0,251.0,,0.005419395804014154,2.5432234774477505,0.002579567996253576,True,6,6,False,0.0,False,,76561198039309853,enpitsu,26.0,-166.3300018310547,-2299.010009765625,17.049999237060547,19721.400146484375,3191.7999267578125,2.7000001072883606,-5.699999928474426,-1.0999999940395355,1389.4000244140625,255.0,128.0,False,-0.016784112696938743,2.90334251663782,-9.379461126225701e-05,True,4,False,162.0,False,4,,あSENPAIあ,b497dcf8b2b,18.0,,,,,,,,,,,,,,,,True,,,,,,,死.ツ,b26c0f948eb,18.0,-1680.4000244140625,-2094.18994140625,17.049999237060547,-2566.9000244140625,20251.099853515625,-1.7000000178813934,0.19999999552965164,-2.199999988079071,1696.7999267578125,255.0,172.0,-0.01678430148618328,1.3717623784867794,-7.998171215165264e-05,False,67.1534365659119,True,8,8,False,,False
50,3632,98,False,False,1,5170.480075364438,3315.8798828125,570.75,100.94000244140625,-20042.80029296875,10788.299560546875,745.0,-1171.9999694824219,3188.3999633789062,-2376.300048828125,1.0,0.26717288708411524,-2.3398968143095873,1.004606073300294,bf81d8692db,games5425898691,18.0,3458.10009765625,494.17999267578125,15.279999732971191,-14690.699462890625,3706.9000244140625,-393.8999938964844,-2293.8999938964844,64.40000057220459,-2248.3999633789062,255.0,128.0,,-0.02777352670392499,0.2837749862995364,0.06443904098968528,True,6,6,False,223.57726477807572,True,,76561198039309853,enpitsu,26.0,1955.3399658203125,322.8800048828125,17.049999237060547,-4952.300109863281,8999.89990234375,2.5999999046325684,-0.5000000074505806,0.7999999821186066,36.70000076293945,255.0,128.0,,-0.016686731773185467,1.0630102086437232,-9.180999898580777e-05,True,4,False,162.0,False,4,,あSENPAIあ,b497dcf8b2b,18.0,-514.1900024414062,3863.340087890625,17.049999237060547,15881.99951171875,-4848.2000732421875,2.5,0.19999999552965164,-0.0,-676.3999938964844,255.0,81.0,,-0.016753987042838918,-2.8293518504002617,-4.299228386163981e-05,True,False,72.0,False,False,False,,死.ツ,b26c0f948eb,18.0,-1068.780029296875,5011.3701171875,25.440000534057617,20106.800537109375,-1864.6000671386719,-1183.0000305175781,-4334.100036621094,-397.40001678466797,-493.3000183105469,254.0,128.0,-0.03221405622164224,-2.9845220295724086,0.33540043809555314,True,255.0,False,10,10,False,,
51,3665,99,False,True,1,3327.881946523945,1102.0,1818.5,110.11000061035156,-3752.7999877929688,15844.200439453125,4876.099853515625,-2621.9000244140625,-5104.599914550781,-1751.6000366210938,1.0,-0.3423765952096493,1.381253065578752,0.7770132997539071,76561198039309853,enpitsu,26.0,1003.6400146484375,1726.4300537109375,16.09000015258789,-7072.1002197265625,13376.8994140625,-217.70000457763672,-63.80000114440918,-744.8999786376953,-799.0000152587891,255.0,0.0,,-0.025875277314808057,1.1766494515488952,-0.025933811479633972,True,4,4,False,130.0,False,,bf81d8692db,games5425898691,18.0,1286.4200439453125,615.0399780273438,89.08999633789062,-22127.80029296875,-3595.5999755859375,-166.10000610351562,1016.6999816894531,-5405.10009765625,18.09999942779541,255.0,114.0,,-0.6472812246454573,2.958165681152886,-3.140719901651602,True,7,False,202.0,False,8,,あSENPAIあ,b497dcf8b2b,18.0,990.5800170898438,2190.7900390625,56.189998626708984,10030.900268554688,-20576.39892578125,2230.2000427246094,4346.9000244140625,891.2000274658203,1158.0999755859375,255.0,39.0,,-0.0898641660890686,-2.3456109038782857,0.03162389572840844,True,4,16.0,False,3,False,,死.ツ,b26c0f948eb,18.0,750.2999877929688,3807.389892578125,17.049999237060547,8565.30029296875,-15918.299560546875,2.5,-0.09999999776482582,0.09999999776482582,-2.7000001072883606,241.0,128.0,-0.01678524264582366,-2.064107733636952,1.700350211977858e-05,False,255.0,False,10,10,False,,False
52,3667,100,False,False,0,7001.560324930217,-1084.9599609375,-1859.010009765625,161.5399932861328,1084.1999816894531,13606.8994140625,12727.39990234375,5465.7000732421875,2379.9000549316406,-679.3000030517578,0.0,0.7655810198796856,-1.6794370277222885,0.3880258495584671,b497dcf8b2b,あSENPAIあ,18.0,-1090.5899658203125,-1987.1300048828125,74.01000213623047,-9472.19970703125,18066.500244140625,804.8000335693359,-4977.9998779296875,542.9999923706055,-2274.7000122070312,255.0,0.0,,0.6725706517203582,2.534696972712414,0.6063861925813476,True,4,3,False,16.0,False,,b26c0f948eb,死.ツ,18.0,-835.8800048828125,-3648.139892578125,17.049999237060547,-8539.89990234375,15930.899658203125,2.5,0.29999999329447746,-0.5999999865889549,-51.19999885559082,241.0,120.0,False,0.016785248590576896,2.063265411157048,9.933801193390326e-06,False,10,False,255.0,False,10,,enpitsu,76561198039309853,26.0,-956.6799926757812,-1841.77001953125,16.729999542236328,4624.200134277344,-14126.700439453125,75.3000020980835,-18.799999952316284,-156.8000030517578,-1778.9999389648438,255.0,0.0,,0.020489011269238383,-1.297876633915225,-0.009169912128453583,True,4,130.0,False,4,False,,games5425898691,bf81d8692db,18.0,-1102.239990234375,-585.1300048828125,87.73999786376953,22077.19970703125,3586.0000610351562,-158.00000190734863,-1005.1000213623047,5407.2998046875,-4.399999976158142,255.0,128.0,0.04438237189705383,-2.957747756261272,-3.1404432353250984,True,202.0,False,8,7,False,,
53,3763,103,True,True,0,2458.3712760368735,-716.0999755859375,2688.219970703125,524.7100219726562,9044.299926757812,16037.80029296875,2718.3999633789062,4557.799987792969,1291.6000366210938,-434.50000762939453,0.0,-0.02717146500167426,2.2622242642748396,-2.198092583317189,b497dcf8b2b,あSENPAIあ,18.0,-765.5800170898438,2628.659912109375,386.5799865722656,7975.9002685546875,16905.2001953125,-1503.6000061035156,-46.39999866485596,-2156.6000366210938,5059.2999267578125,128.0,199.0,,-0.18564986229773922,1.6393121671942277,2.218106869267791,True,6,5,False,4.0,False,,b26c0f948eb,死.ツ,19.0,-1194.3399658203125,403.0199890136719,17.030000686645508,7461.500244140625,16353.299560546875,5.099999904632568,-0.09999999776482582,-0.09999999776482582,0.0,255.0,128.0,False,0.01677421629848879,1.1427330933731037,1.5722226450500813e-05,False,10,False,177.0,False,10,,enpitsu,76561198039309853,26.0,-3693.1201171875,3.740000009536743,17.049999237060547,-5138.2000732421875,4915.299987792969,2.7000001072883606,1.0000000149011612,-2.0000000298023224,1303.9999389648438,255.0,128.0,False,0.016448032825745126,0.5329265051919458,-0.00016876014063614935,True,4,161.0,False,4,False,,games5425898691,bf81d8692db,18.0,1895.6400146484375,4477.14990234375,17.0,-17560.999755859375,11393.00048828125,3.400000035762787,-0.29999999329447746,0.0,1299.9000549316406,255.0,217.0,0.009584249757252231,2.61034342079362,2.5886093157411797e-05,True,174.0,False,8,8,False,,
54,4066,105,False,False,0,5202.947467511433,-62.0,4.329999923706055,101.81999969482422,-15056.600341796875,8079.000244140625,765.8000183105469,2291.699981689453,-36.600000858306885,5544.89990234375,0.0,-0.04055649497947868,-0.008878381389008847,0.42343644652763934,b26c0f948eb,死.ツ,19.0,12.779999732971191,-116.27999877929688,83.93000030517578,-197.19999313354492,3355.10009765625,-1365.8000183105469,-3641.0000610351562,-1041.9000244140625,3988.2998657226562,255.0,128.0,,1.482653674920252,0.012264262317552389,-1.8635019564619375,,4,3,False,20.0,False,,b497dcf8b2b,あSENPAIあ,18.0,0.03999999910593033,-2167.6298828125,17.049999237060547,40.900001525878906,14098.900146484375,2.7000001072883606,-0.7999999821186066,-1.1999999731779099,-100.50000190734863,255.0,100.0,,0.016716244857059446,1.5696303257537934,-2.5064303952877376e-05,True,False,False,116.0,False,False,,enpitsu,76561198039309853,26.0,0.0,2238.1298828125,17.049999237060547,0.0,-14096.800537109375,2.7000001072883606,0.7999999821186066,0.0,0.0,255.0,,,0.016700938006329092,-1.5707744773734629,1.8233131328748382e-07,True,False,112.86673571986537,True,False,False,,games5425898691,bf81d8692db,17.0,29.440000534057617,154.55999755859375,96.73999786376953,464.90001678466797,-22811.10107421875,-146.899995803833,5427.19970703125,874.8999786376953,-172.99999237060547,128.0,130.0,1.2087028689750619,2.3972585084114795,-2.4981456156341126,True,31.0,False,4,3,False,,
55,4144,108,False,False,1,7370.458959725179,3497.330078125,-1756.1400146484375,100.11000061035156,22838.00048828125,7232.2998046875,5344.7998046875,5391.9000244140625,1395.3999328613281,-2231.3999938964844,1.0,-0.9423238969568027,1.9549043394929013,0.8517198178718804,76561198039309853,enpitsu,26.0,3335.89990234375,-1847.8299560546875,17.049999237060547,14870.799560546875,9562.80029296875,3.0000001192092896,-0.0,-0.0,2019.2999267578125,255.0,255.0,,-0.01676669391128997,2.4991991619943366,9.768276359947727e-07,True,False,False,False,28.0,False,,bf81d8692db,games5425898691,18.0,-1658.3599853515625,359.489990234375,94.37000274658203,-15976.8994140625,-4535.199890136719,-156.00000381469727,1628.800048828125,-5253.2000732421875,-1.8000000715255737,255.0,128.0,,0.0853793088438846,2.840937033539555,-3.1412345931128214,False,5,False,0.0,False,6,,あSENPAIあ,b497dcf8b2b,18.0,3901.739990234375,-10.890000343322754,26.25,15472.19970703125,-6641.500244140625,3353.900146484375,-498.80001068115234,-5216.9000244140625,-1668.6000061035156,255.0,0.0,False,0.19334315857690224,-2.497486485026186,0.1667041826666148,True,False,255.0,False,False,False,,死.ツ,b26c0f948eb,18.0,2402.989990234375,-8.609999656677246,82.12000274658203,17104.7998046875,352.20001220703125,-577.7999877929688,-242.00000762939453,4503.999938964844,92.89999961853027,255.0,239.0,1.1259873310229265,3.131143730487714,-0.15750359539988265,False,0.0,False,6,6,False,,
