,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
38,2149,62.0,False,False,0,5184.283880154633,17.149999618530273,36.77000045776367,97.91000366210938,10987.19970703125,26881.99951171875,4344.800109863281,3760.8999633789062,-2434.1000366210938,2696.4999389648438,0.0,-0.04193443148918794,0.04367250286642831,0.061783744576593094,2535441211156040,ALC3002,8.0,-139.4499969482422,-273.6400146484375,57.66999816894531,14131.500244140625,17958.00048828125,2603.0999755859375,-2018.0000305175781,1707.2000122070312,82.5,255.0,122.0,0.06031028879744265,0.9083886003190688,0.0009672904351644229,True,3,0.0,False,False,4,,2535450121922735,Harry7IA,7.0,-16.860000610351562,-1585.800048828125,17.010000228881836,87.39999771118164,10519.69970703125,2.7000001072883606,0.0,0.0,-32.40000009536743,128.0,128.0,,0.00964383235158735,1.5583762209955143,8.776669347174972e-06,True,False,False,False,55.0,False,,enpitsu,76561198039309853,25,-256.0,3780.139892578125,17.049999237060547,0.0,-613.1999969482422,3.0000001192092896,4.600000083446503,0.0,0.0,0.0,255.0,,0.016990985168978602,-1.570815868464428,-1.6544479181738922e-07,True,False,75.0,False,False,False,,games5425898691,bf81d8692db,24.0,85.8499984741211,406.70001220703125,79.44999694824219,-4177.5,-22504.29931640625,2099.7000122070312,5490.999755859375,-303.99999618530273,78.60000133514404,255.0,148.0,,0.7967527095971464,-1.6723867256208416,-0.031203163864824978,True,0.0,False,3,4,False,,
39,2151,62.0,False,False,1,5310.111762130017,-79.33999633789062,-79.7699966430664,147.00999450683594,-7007.1002197265625,25535.6005859375,11445.0,4764.89990234375,-183.1999969482422,3641.6000366210938,1.0,0.10952386302061547,-0.3070264445396074,0.0293191516286923,bf81d8692db,games5425898691,24.0,-55.279998779296875,-245.3699951171875,86.62000274658203,3408.2000732421875,16066.400146484375,-832.0999908447266,-2814.2001342773438,-914.8000335693359,4636.000061035156,255.0,171.0,-1.3316191469786303,1.7319437580668096,-0.2051168016539052,True,3,0.0,False,False,4,,76561198039309853,enpitsu,25.0,257.4100036621094,-3784.22998046875,17.049999237060547,258.4000015258789,-1079.1000366210938,3.1999999284744263,0.9000000357627869,-0.7000000029802322,-739.8000335693359,0.0,255.0,,-0.016991686044975488,1.6088048547264904,-0.00012455403332813558,True,False,False,False,75.0,False,,Harry7IA,2535450121922735,7,15.819999694824219,1491.7900390625,17.010000228881836,-127.10000038146973,-10037.5,2.7000001072883606,-0.0,-0.0,-6.200000047683716,128.0,128.0,,-0.009643836173707902,-1.5570573150022986,2.416833176264736e-06,True,False,55.0,False,False,False,,ALC3002,2535441211156040,8.0,14.5600004196167,117.37000274658203,77.4800033569336,-12765.699462890625,-15533.399658203125,1710.2999877929688,4711.000061035156,-2604.1000366210938,1128.6000061035156,254.0,39.0,,-0.6828389029685988,-0.9842831552265353,-0.03893875120488811,True,0.0,False,3,4,False,,
40,2152,62.0,False,False,0,5155.620467673148,137.11000061035156,88.94999694824219,208.27999877929688,18964.69970703125,11102.39990234375,19006.099853515625,5219.6002197265625,-1805.3999328613281,-2344.199981689453,0.0,-0.237001862811326,0.20070064658245598,0.19909718811849644,2535441211156040,ALC3002,8.0,87.20999908447266,0.12999999523162842,84.16000366210938,11409.49951171875,11625.899658203125,-115.79999923706055,-1013.6000061035156,120.39999961853027,4002.9998779296875,255.0,11.0,1.06390131083222,1.078290257895742,-0.0889146465750233,True,3,0.0,False,False,4,,2535450121922735,Harry7IA,7.0,-14.699999809265137,-1409.6300048828125,17.010000228881836,145.50000190734863,9870.599975585938,2.7000001072883606,0.9000000357627869,-0.19999999552965164,-29.200000762939453,233.0,124.0,,0.009636152633806011,1.5564510072866389,-8.081187299471762e-06,True,False,False,False,55.0,False,,enpitsu,76561198039309853,25,-259.9200134277344,3798.659912109375,17.049999237060547,-296.200008392334,2253.000030517578,3.1999999284744263,-0.19999999552965164,0.0,-1288.3999633789062,0.0,255.0,,0.01695402412310652,-1.6965175013167835,-0.00014979877822411463,True,False,75.0,False,False,False,,games5425898691,bf81d8692db,24.0,55.279998779296875,245.3699951171875,86.62000274658203,-3408.2000732421875,-16066.400146484375,-832.0999908447266,2814.2001342773438,914.8000335693359,4636.000061035156,255.0,171.0,,1.3316191469786303,-1.7319437580668096,-0.2051168016539052,True,0.0,False,3,4,False,,
41,2284,67.0,False,False,0,3641.629072896638,2385.159912109375,3560.300048828125,516.5599975585938,-15516.400146484375,18278.299560546875,2316.3999938964844,-385.2000045776367,-4214.4000244140625,-1188.1999969482422,0.0,0.43259247241101445,3.0335654039360516,2.9053400764721067,2535450121922735,Harry7IA,8.0,2518.070068359375,3397.06005859375,407.57000732421875,-8586.799926757812,17003.199462890625,2883.0999755859375,-798.7000274658203,3413.699951171875,4237.60009765625,255.0,255.0,-1.0505639610404984,2.712175244737557,1.9397635238758457,True,False,154.60968581835428,True,4,4,,2535441211156040,ALC3002,9.0,3265.77001953125,-3177.72998046875,17.010000228881836,1165.6999969482422,-19372.5,2.7000001072883606,-0.5000000074505806,0.0,3.6000001430511475,255.0,128.0,,0.009640322699788723,-1.5101740871732905,2.247110210588826e-06,False,6,False,6,11.0,False,,enpitsu,76561198039309853,25,669.6799926757812,5028.08984375,17.049999237060547,-1350.8999633789062,493.49998474121094,3.400000035762787,-0.29999999329447746,-0.7000000029802322,-947.6999664306641,255.0,128.0,,0.016986469758999066,-0.629933619025649,-0.0001611492744590182,True,False,102.72780209972012,True,False,1,,games5425898691,bf81d8692db,24.0,-3011.10009765625,1785.6300048828125,17.0,5137.8997802734375,21589.29931640625,1.5000000596046448,0.0,0.7999999821186066,0.0,255.0,,,0.009593606202199888,1.33715094236336,-7.347404546047883e-05,True,164.01315244295265,True,6,6,False,,
42,2344,69.0,False,False,1,8893.46858624261,195.77999877929688,-3725.860107421875,234.33999633789062,-3726.199951171875,25981.99951171875,2413.0999755859375,-641.5000152587891,2787.2000122070312,-5274.4000244140625,1.0,-0.3446435210172313,2.8208117635233716,2.6042297841553035,bf81d8692db,games5425898691,24.0,242.8000030517578,-3907.64990234375,176.6699981689453,-21447.099609375,7864.4000244140625,2391.3999938964844,1068.3999633789062,-5132.1002197265625,-1664.1999816894531,255.0,255.0,0.31509172908440736,1.3257611296574208,-0.4655155192470305,True,7,135.0,False,False,8,,76561198039309853,enpitsu,26.0,-970.3499755859375,-4718.240234375,230.5800018310547,-1587.4000549316406,1568.5000610351562,-4162.39990234375,-2896.300048828125,-2061.1000061035156,-1957.1000671386719,128.0,128.0,,0.7895416577848021,-1.6007695244625275,-1.7657945959923647,True,2,2,False,60.0,False,,Harry7IA,2535450121922735,8,-1855.3299560546875,-5102.97998046875,492.3299865722656,-7677.5,1.4000000059604645,-3988.5000610351562,-2.0999999344348907,-697.6999664306641,-1.0000000149011612,254.0,128.0,,-0.4898510526894949,-0.0107887243885537,1.5761099457891028,True,4,135.0,False,False,4,,ALC3002,2535441211156040,8.0,-1506.9000244140625,4765.7099609375,76.12999725341797,9278.099975585938,-5795.2001953125,-844.7000122070312,-4113.399963378906,182.39999771118164,885.1999664306641,255.0,128.0,,0.9663280725100852,-2.06077658806618,-0.44586236726013895,True,233.07132044146135,True,6,10,False,,
43,2408,72.0,False,False,0,7037.318200148929,549.7000122070312,-1747.219970703125,141.0800018310547,-3179.2001342773438,11822.900390625,16050.999755859375,5944.69970703125,580.099983215332,-568.1999969482422,0.0,0.009620735372285855,2.3978375569255714,1.3364347207524114,2535441211156040,ALC3002,8.0,582.010009765625,-1915.280029296875,16.989999771118164,-1068.499984741211,15340.899658203125,5.299999713897705,0.0,-0.5000000074505806,1658.9999389648438,255.0,255.0,0.009598300321766843,1.6650561811572677,0.0002159288266575542,True,6,175.0,False,False,10,,2535450121922735,Harry7IA,8.0,2921.159912109375,1712.8599853515625,56.40999984741211,-1356.3999938964844,-22456.298828125,-2093.6000061035156,2072.4000549316406,-320.99998474121094,297.60000228881836,254.0,128.0,,-0.4006618233454136,-1.8696399708051048,0.17046750497650284,True,6,4,4,255.0,False,,enpitsu,76561198039309853,25,488.0199890136719,4050.510009765625,17.059999465942383,-10940.50048828125,4958.299865722656,1.899999976158142,0.5000000074505806,-0.5000000074505806,-5.400000214576721,255.0,128.0,False,0.016698581853584894,2.7153126866092996,5.661502649648207e-05,True,2,60.0,False,False,2,,games5425898691,bf81d8692db,24.0,3776.3701171875,3327.72998046875,17.020000457763672,3399.1000366210938,14749.49951171875,1.7000000178813934,-0.19999999552965164,-0.09999999776482582,2050.2000427246094,255.0,255.0,,0.009567851202398612,1.4122439446934376,1.2904021767179204e-05,True,135.0,False,8,8,False,,
44,2506,75.0,False,False,0,3165.0472651404857,-421.8500061035156,2010.6700439453125,843.1699829101562,-5633.699951171875,10175.0,7140.8001708984375,6.000000238418579,-71.19999885559082,-200.10000228881836,0.0,-0.4756542342044712,-2.10001926841543,-1.4168195065769755,2535441211156040,ALC3002,16.0,-398.8500061035156,1965.2099609375,669.9400024414062,-1056.3999938964844,11339.3994140625,2005.5999755859375,-900.5999755859375,-1936.9000244140625,646.6000366210938,255.0,242.0,-1.2424779283321068,1.610032557098878,0.21664110002659578,True,6,56.213780821010644,True,4,12,,2535450121922735,Harry7IA,7.0,-394.6199951171875,359.32000732421875,17.010000228881836,-8957.2998046875,12532.900390625,2.5999999046325684,0.0,-0.09999999776482582,0.0,149.0,128.0,,0.00959605427694704,2.1913161330608806,3.208496414154993e-05,True,6,4,4,255.0,False,,enpitsu,76561198039309853,26,-363.1400146484375,5572.60986328125,25.690000534057617,1.1999999731779099,2.0999999344348907,-0.3999999910593033,0.0,0.5999999865889549,0.0,255.0,128.0,False,0.05626365330504346,-1.633518795877635,-0.002445159077539906,True,2,91.0,False,False,2,,games5425898691,bf81d8692db,24.0,94.12999725341797,3413.989990234375,282.29998779296875,-12310.0,-14602.39990234375,3654.89990234375,-36.40000104904175,1043.1999969482422,730.9999847412109,255.0,128.0,,-0.9097052922957315,-1.0868473021964467,-0.933218760101277,True,39.489359119887,True,8,10,False,,
45,2588,78.0,False,False,0,1154.0495540173283,-2026.9000244140625,4910.009765625,108.72000122070312,-3683.2000732421875,6084.6002197265625,7424.4000244140625,-5185.10009765625,-3008.699951171875,-248.50000381469727,0.0,-0.28048456103559827,-2.804058208250669,-1.1110458674458028,2535450121922735,Harry7IA,7.0,-1871.4100341796875,5103.6298828125,242.1699981689453,948.3000183105469,-289.6999931335449,-3632.39990234375,50.0,22.000000476837158,437.5,254.0,128.0,1.1471213905643627,0.012459149039831122,1.5780472126423288,True,4,200.0,False,6,8,,2535441211156040,ALC3002,9.0,-2757.72998046875,4266.91015625,106.01000213623047,-18271.99951171875,-1545.2000427246094,-159.3000030517578,1006.5000152587891,-5406.9000244140625,44.89999771118164,255.0,148.0,,0.13652269947859172,0.24312018220626544,3.134953353154882,True,14,4,7,31.0,False,,enpitsu,76561198039309853,26,-1904.75,5033.2998046875,41.72999954223633,-7388.699951171875,-1261.9000244140625,-650.8999633789062,-987.3999786376953,-795.9999847412109,1809.7999572753906,255.0,128.0,,0.0908398307630553,-3.0138961638434485,-0.5610862799326627,True,2,91.0,False,False,2,,games5425898691,bf81d8692db,24.0,-3249.010009765625,-947.6199951171875,17.010000228881836,-11425.400390625,10674.89990234375,2.7000001072883606,0.5000000074505806,-0.3999999910593033,-1275.0,255.0,59.0,,0.00959608472765836,2.361436050784808,-5.478817295943328e-05,True,31.0,False,10,10,False,,
46,2648,80.0,False,False,0,1898.5972937784973,-2614.89990234375,4333.740234375,94.47000122070312,-2422.5999450683594,-1140.5000305175781,4247.099914550781,1249.8999786376953,-2655.0,-2351.0000610351562,0.0,0.006704795163795861,-2.743226203947325,-0.5966224805810924,2535450121922735,Harry7IA,8.0,-2683.77001953125,4566.669921875,337.6099853515625,-3986.300048828125,-1065.1000213623047,1616.9000244140625,6.700000166893005,-96.30000114440918,1092.699966430664,255.0,131.0,0.05433074666162523,-2.405877196379395,0.015987110388604175,True,4,200.0,False,8,10,,2535441211156040,ALC3002,9.0,-3655.89990234375,3062.0,16.90999984741211,9065.0,2364.7000122070312,29.30000066757202,-33.80000114440918,26.700000762939453,2445.2000427246094,254.0,255.0,False,0.007609159012082768,0.2985589263964103,0.001531751143670785,True,14,4,8,255.0,False,,enpitsu,76561198039309853,25,-2166.6201171875,4780.18994140625,17.049999237060547,-3573.800048828125,-4712.799987792969,3.799999952316284,-0.3999999910593033,-1.0999999940395355,-1933.9999389648438,255.0,128.0,False,0.01663170107181197,-2.1675597913166453,-0.000270069328534779,True,2,91.0,False,False,2,,games5425898691,bf81d8692db,24.0,-1351.0699462890625,1426.02001953125,17.010000228881836,21771.298828125,7295.30029296875,2.5,-0.5000000074505806,0.0,0.0,255.0,128.0,,0.0095956333746222,0.3233245111634911,5.08021022146138e-05,True,202.0,False,10,10,False,,
47,2666,81.0,False,False,1,9581.483531287879,2777.969970703125,-4254.83984375,231.3000030517578,14533.900146484375,14335.6005859375,3714.89990234375,388.1999969482422,92.5,-1061.3999938964844,1.0,-0.5066915068236841,-0.934734019139998,-2.2465412355855956,76561198039309853,enpitsu,25.0,2652.280029296875,-4402.97021484375,150.6300048828125,13560.899658203125,9704.600219726562,2650.4998779296875,-3104.89990234375,4539.700012207031,-20.0,255.0,128.0,-0.976987727562653,2.5471162741475446,-0.005748694970128585,True,1,60.0,False,2,4,,bf81d8692db,games5425898691,24.0,44.9900016784668,-1863.780029296875,17.010000228881836,-21771.298828125,-7295.30029296875,2.5,0.5000000074505806,-0.0,0.0,255.0,128.0,,-0.0095956333746222,-0.3233245111634911,5.08021022146138e-05,True,10,False,10,202.0,False,,Harry7IA,2535450121922735,8,2995.199951171875,-4409.8701171875,298.8599853515625,6261.6998291015625,5077.900085449219,-2865.8999633789062,10.59999942779541,22.000000476837158,370.6999969482422,255.0,128.0,,-0.06850944736506615,1.9747600219025796,0.04316776765158464,True,8,156.18010336352935,True,4,10,,ALC3002,2535441211156040,9.0,3270.330078125,-3586.340087890625,17.020000457763672,-4096.300048828125,-7037.5,1.8000000715255737,0.7000000029802322,-2.800000011920929,-1788.3000183105469,0.0,0.0,False,-0.009803723803577153,-1.0086256684021053,-6.713360942783137e-05,True,255.0,False,8,14,4,,False
48,2739,84.0,False,False,1,6881.3604550300215,2703.110107421875,-1499.8399658203125,113.88999938964844,-3519.4000244140625,20843.40087890625,3447.9000854492188,2483.6000061035156,-1515.8999633789062,-5247.19970703125,1.0,-0.41275513546838155,-1.5132272832004434,-2.6817498726600824,76561198039309853,enpitsu,25.0,2706.489990234375,-1663.300048828125,111.94000244140625,-14346.600341796875,13596.500244140625,230.9000015258789,-3896.4999389648438,-3873.0999755859375,-256.49999618530273,255.0,0.0,-1.3601944201173009,1.0085996761539964,-0.18125649312867706,True,3,0.0,False,2,6,,bf81d8692db,games5425898691,24.0,1647.6800537109375,-2615.679931640625,17.010000228881836,11665.0,19119.89990234375,2.5999999046325684,0.5000000074505806,1.0999999940395355,959.1000366210938,255.0,220.0,,-0.009578860146089687,2.1041733749741804,0.00011961230023791844,True,10,False,10,124.0,False,,Harry7IA,2535450121922735,8,2654.080078125,-1398.260009765625,16.989999771118164,-4190.10009765625,-1329.4000244140625,5.5000001192092896,2.7000001072883606,-1.7000000178813934,1608.0000305175781,47.0,255.0,,-0.009717433740226713,-0.3118176115590366,-8.358252499631826e-05,True,8,65.0,False,4,10,,ALC3002,2535441211156040,9.0,2455.7900390625,-323.07000732421875,17.020000457763672,-11888.599853515625,17900.10009765625,1.5000000596046448,0.19999999552965164,-0.3999999910593033,1953.0000305175781,254.0,179.0,False,-0.009576418377479017,0.905358175872814,-8.357316327348233e-06,True,133.0,False,8,14,4,,False
49,2740,84.0,False,False,0,4105.982518692881,-2707.610107421875,1455.280029296875,136.6699981689453,-9909.500122070312,-7692.1002197265625,11328.900146484375,5862.0001220703125,-820.6999969482422,-650.6999969482422,0.0,0.36574941175594755,1.3820596369744453,-2.639398369394544,2535450121922735,Harry7IA,8.0,-2628.659912109375,1398.8499755859375,16.34000015258789,2536.3999938964844,-1155.8000183105469,275.79999923706055,3128.2998657226562,224.89999771118164,4517.9998779296875,255.0,255.0,-0.045544948756667245,0.5388421600173002,0.11543008920165422,True,4,65.0,False,8,10,,2535441211156040,ALC3002,9.0,-2455.7900390625,323.07000732421875,17.020000457763672,11888.599853515625,-17900.10009765625,1.5000000596046448,-0.19999999552965164,0.3999999910593033,1953.0000305175781,254.0,179.0,False,0.009576418377479017,-0.905358175872814,-8.357316327348233e-06,True,14,4,8,133.0,False,,enpitsu,76561198039309853,25,-2706.489990234375,1663.300048828125,111.94000244140625,14346.600341796875,-13596.500244140625,230.9000015258789,3896.4999389648438,3873.0999755859375,-256.49999618530273,255.0,0.0,False,1.3601944201173009,-1.0085996761539964,-0.18125649312867706,True,2,0.0,False,3,6,,games5425898691,bf81d8692db,24.0,-1647.6800537109375,2615.679931640625,17.010000228881836,-11665.0,-19119.89990234375,2.5999999046325684,-0.5000000074505806,-1.0999999940395355,959.1000366210938,255.0,220.0,,0.009578860146089687,-2.1041733749741804,0.00011961230023791844,True,124.0,False,10,10,False,,
50,2822,87.0,False,False,0,5958.704552548114,-3151.429931640625,-375.3599853515625,529.010009765625,-12816.99951171875,11903.199462890625,5137.5,5779.2999267578125,773.3999633789062,1414.4999694824219,0.0,0.10814217133464117,2.8904411045734015,-1.3573671088239945,2535441211156040,ALC3002,9.0,-3028.419921875,-486.2200012207031,374.260009765625,-6551.400146484375,15093.800048828125,2755.1998901367188,-4237.9998779296875,787.3000335693359,3416.0000610351562,255.0,0.0,-0.7011225423152213,2.8963266936487417,0.13934792628988382,True,9,78.0,False,4,16,,2535450121922735,Harry7IA,7.0,-2542.590087890625,-96.70999908447266,168.1699981689453,-4392.099914550781,-12037.60009765625,662.0999908447266,-8.100000023841858,3.4999999403953552,-108.4000015258789,255.0,128.0,,-0.0007411464735732525,-2.011897077109681,-0.00027168902328472596,True,12,8,4,65.0,False,,enpitsu,76561198039309853,25,2523.4599609375,385.760009765625,27.899999618530273,22728.30078125,297.60000228881836,-2781.9000244140625,-161.49999618530273,2879.4000244140625,-181.00000381469727,255.0,0.0,,-0.14545632723205357,-0.06223637649066137,0.023190197127584137,True,2,,False,6,8,,games5425898691,bf81d8692db,24.0,-2351.659912109375,203.02999877929688,17.010000228881836,-1622.7000427246094,12641.099853515625,2.5999999046325684,0.09999999776482582,-1.0000000149011612,-26.30000114440918,255.0,128.0,,0.00955728679693742,1.6944158623995886,8.698207178797497e-05,True,155.0,False,10,10,False,,
51,2873,88.0,False,False,1,6879.376613028807,3154.030029296875,-1358.239990234375,356.8699951171875,-1803.5000610351562,12231.800537109375,6099.6002197265625,689.4999694824219,-856.2999725341797,4924.100036621094,1.0,-0.7222508168586559,2.3725246325087523,0.6605431402805936,bf81d8692db,games5425898691,24.0,3125.219970703125,-1509.050048828125,205.0,2521.199951171875,4362.39990234375,2047.2000122070312,-3291.099853515625,-3527.0001220703125,-2641.6000366210938,255.0,255.0,0.2572779218655868,2.0337817251197947,-0.9973464092918742,True,11,144.0,False,False,12,,76561198039309853,enpitsu,25.0,-4078.97998046875,-2082.830078125,723.9600219726562,2.8999999165534973,-20898.30078125,4717.099914550781,648.0000305175781,-5.5000001192092896,1.899999976158142,255.0,128.0,False,0.2405277886903786,-1.5534759085971754,-1.5665369439492032,True,8,2,6,161.0209031387042,True,,Harry7IA,2535450121922735,7,3397.340087890625,3224.4599609375,16.989999771118164,-2022.5,20147.5,5.099999904632568,-0.0,0.7999999821186066,100.20000457763672,254.0,128.0,,-0.009603848955283604,1.4584793542843704,-0.00010962062591450375,True,8,0.0,False,4,12,,ALC3002,2535441211156040,9.0,3919.8798828125,-1987.0799560546875,34.849998474121094,40.39999961853027,-4240.400085449219,155.50000190734863,1081.9999694824219,-80.50000190734863,-2592.9000854492188,255.0,0.0,,-0.31655505382103594,-0.06198768476354637,0.01696419514859713,True,78.0,False,10,16,4,,
52,2947,91.0,False,False,0,6984.009015866495,-2704.469970703125,-1605.800048828125,273.6199951171875,-453.10001373291016,18011.400146484375,8706.900024414062,5400.5999755859375,2173.5000610351562,-1452.1000671386719,0.0,-0.19732451793595782,-2.681451918878882,-2.029623855687292,2535450121922735,Harry7IA,7.0,-2697.179931640625,-1775.8900146484375,177.72999572753906,-9939.299926757812,18431.199951171875,318.799991607666,-5348.900146484375,1242.699966430664,307.00000762939453,255.0,8.0,0.05631323532766861,2.428434766873641,0.5976392751981924,True,5,187.0,False,8,14,,2535441211156040,ALC3002,9.0,-3946.330078125,-1260.989990234375,44.720001220703125,698.7000274658203,-17337.7001953125,-202.39999771118164,948.3999633789062,81.49999618530273,2790.0,255.0,255.0,False,0.12619334494771176,-1.2966274950177905,-0.4806548448437116,True,16,4,10,227.0,False,,enpitsu,76561198039309853,25,619.3099975585938,2944.580078125,17.059999465942383,-18630.400390625,-6842.2998046875,2.3000000417232513,-0.29999999329447746,-0.09999999776482582,-2038.0000305175781,255.0,0.0,False,0.016768111428064735,-2.86309367770258,-4.133216875279345e-05,True,2,255.0,False,6,8,,games5425898691,bf81d8692db,24.0,-3402.340087890625,-729.510009765625,16.989999771118164,8317.899780273438,-18118.299560546875,4.600000083446503,-1.1999999731779099,2.5999999046325684,915.1999664306641,255.0,134.0,,0.009588945785439432,-1.0954052224925188,-1.6175764918854402e-05,True,0.0,False,12,12,False,,
53,3020,94.0,False,False,1,8223.579373671788,2847.31005859375,-2848.719970703125,292.07000732421875,11148.1005859375,24646.10107421875,-1875.0,3169.5001220703125,-5092.300109863281,-148.4000015258789,1.0,0.4378682944295388,2.860568538970448,1.2527608205169163,76561198039309853,enpitsu,25.0,2772.360107421875,-3079.590087890625,272.25,12507.19970703125,17619.3994140625,1595.0,-5140.5999755859375,-1465.2999877929688,-1294.7999572753906,255.0,255.0,-0.07888100460481243,2.1882571794704058,-0.5568477466682445,True,7,198.0,False,2,10,,bf81d8692db,games5425898691,24.0,652.760009765625,-381.6199951171875,79.66000366210938,-6201.400146484375,-20255.2001953125,-1021.6999816894531,3498.2000732421875,-600.8000183105469,87.60000228881836,255.0,128.0,,0.883463934047038,-1.3003697048840726,0.09317428464356176,True,14,False,14,0.0,False,,Harry7IA,2535450121922735,7,2754.3798828125,-2653.760009765625,247.7899932861328,-13049.100341796875,-10458.199462890625,3877.0999145507812,-1263.0000305175781,-1229.000015258789,1718.8999938964844,128.0,255.0,False,-0.011992954542920573,-0.8388127309572653,0.06060087188824007,True,10,140.0,False,6,16,,ALC3002,2535441211156040,9.0,3721.1201171875,-660.0599975585938,17.010000228881836,9456.799926757812,4637.900085449219,2.8999999165534973,-0.0,-0.0,2374.9000549316406,254.0,255.0,False,-0.00953489584009904,2.6324618787697154,1.1593423866048802e-05,True,126.0,False,10,16,4,,False
54,3099,97.0,False,False,0,8105.025161024731,-3441.090087890625,-2555.06005859375,130.0800018310547,9727.60009765625,-16185.10009765625,4333.900146484375,2341.199951171875,-4257.60009765625,-2873.599853515625,0.0,0.34086941742970384,2.1150046384576533,-0.20615028390203022,2535441211156040,ALC3002,9.0,-3629.43994140625,-2399.429931640625,16.860000610351562,10410.899658203125,-10467.2998046875,37.40000009536743,-12.000000476837158,67.69999980926514,-1477.2000122070312,241.0,0.0,0.007319272107312524,-0.7986693745120383,0.0027608819875085803,True,10,148.0,False,4,16,,2535450121922735,Harry7IA,8.0,-67.13999938964844,2870.159912109375,52.060001373291016,594.5000076293945,-17666.800537109375,3481.099853515625,607.5,20.799999237060547,15.499999523162842,254.0,128.0,,0.02702011220270618,-1.5357426589849608,3.104052284146112e-05,True,18,10,6,87.0,False,,enpitsu,76561198039309853,25,-3707.969970703125,-1995.9000244140625,19.420000076293945,7699.4000244140625,-21473.701171875,2931.7999267578125,0.3999999910593033,24.100000858306885,568.6000061035156,255.0,128.0,,0.016384434737401365,-1.186481601773365,0.0008792978820610873,True,2,39.0,False,8,12,,games5425898691,bf81d8692db,24.0,-3461.780029296875,4074.830078125,17.010000228881836,-19571.600341796875,-8750.10009765625,0.5999999865889549,0.19999999552965164,0.0,2004.2999267578125,255.0,255.0,,0.009581609422053784,-2.6441259214857156,3.466795073921415e-05,True,236.15797837575278,True,14,14,False,,
