,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
27,2088,60,False,False,1,9420.38085015026,3977.820068359375,-3762.02001953125,916.8200073242188,-505.6999969482422,20478.299560546875,4431.600036621094,72.69999980926514,329.90001678466797,1809.9000549316406,1.0,-0.06281969619596493,2.316205738947669,2.089933899658197,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,4017.949951171875,-3928.169921875,860.75,6084.7998046875,15286.099853515625,4350.799865722656,238.09999465942383,-334.90001678466797,2692.0001220703125,255.0,255.0,False,0.29104823548610087,1.9399052834217119,-1.5600155064896037,True,145.3774535784158,True,24,False,22,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,3788.1298828125,-3658.360107421875,16.239999771118164,-4482.699890136719,12712.19970703125,-37.59999990463257,112.70000457763672,577.2000122070312,928.3000183105469,255.0,128.0,False,-0.013249404350600721,1.1620279683285593,0.004756620522990003,True,12,False,14,0.0,False,,enpitsu,76561198039309853,26.0,-3446.719970703125,1.909999966621399,17.049999237060547,9141.500244140625,-3201.099853515625,3.400000035762787,-0.0,-0.0,2464.499969482422,255.0,255.0,False,-0.016682695321008474,-2.853807380849044,-2.414880555892331e-05,True,255.0,False,14,False,14,,games5425898691,bf81d8692db,24.0,4079.6298828125,-1014.9600219726562,412.0400085449219,-150.10000228881836,-18500.699462890625,11957.80029296875,-7.200000286102295,310.3000068664551,-20.499999523162842,255.0,128.0,0.5841288714668155,-1.57114435680729,1.5865516825679287,True,8,189.16905787683305,True,False,8,,
28,2106,60,False,False,0,4045.714672607615,-3899.010009765625,2428.9599609375,1069.27001953125,14109.599609375,-14761.800537109375,1668.699951171875,-12.300000190734863,-313.50000381469727,366.3999938964844,0.0,0.048104411563789015,-1.1534899299452575,2.301886658565048,bf81d8692db,games5425898691,24.0,-4079.010009765625,2383.780029296875,1010.8599853515625,3.400000035762787,22850.70068359375,2616.300048828125,-1736.7999267578125,0.5999999865889549,0.0,255.0,0.0,,-0.07535212377600317,1.5804204076416133,1.5699540961210021,True,132.82787956217288,True,8,False,8,,76561198039309853,enpitsu,26.0,2743.360107421875,-352.3999938964844,17.049999237060547,-10782.099609375,-11151.600341796875,-2.199999988079071,-0.3999999910593033,-0.7000000029802322,26.700000762939453,255.0,128.0,False,0.016774442724688865,-2.336198225130037,-4.953145604398356e-05,True,14,False,14,204.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-3418.14990234375,2897.97998046875,17.049999237060547,6853.800048828125,-12276.600341796875,3.0000001192092896,1.4000000059604645,-2.3000000417232513,1234.8999786376953,255.0,255.0,False,0.016742766737392344,-1.0651984597751076,0.0002826814850471771,False,0.0,False,14,False,12,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-3972.469970703125,2795.889892578125,1050.8699951171875,4817.699890136719,-19616.199951171875,1859.6000671386719,2422.4000549316406,-4649.100036621094,1663.5000610351562,128.0,255.0,0.08989613991161614,-1.3818244249085467,-0.9694406530430413,True,22,112.94594420412535,True,False,26,,False
29,2165,63,False,False,0,5696.609978758569,-1045.4200439453125,-554.6500244140625,160.17999267578125,-8225.999755859375,14912.2998046875,14350.899658203125,3977.9000854492188,4073.699951171875,-1892.2000122070312,0.0,0.3771553799974033,-0.5249484408130795,3.000435714973439,76561198039309853,enpitsu,26.0,-924.469970703125,-692.5999755859375,106.87000274658203,-18140.6005859375,13927.60009765625,2286.199951171875,-5067.39990234375,-1837.1000671386719,-1093.7000274658203,255.0,0.0,False,0.5931569712687668,2.7944856411618137,0.45198215860842483,True,228.0,False,16,False,15,,bf81d8692db,games5425898691,24.0,-2721.800048828125,1637.300048828125,92.19000244140625,-1914.4000244140625,-22868.30078125,-167.80000686645508,5224.6002197265625,-1710.3999328613281,-166.29999160766602,255.0,128.0,,1.0857894516562563,0.9799814166145439,2.911931381510227,True,9,False,10,60.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,25.0,-195.36000061035156,2817.280029296875,74.12999725341797,19006.800537109375,1145.2999877929688,-1020.1999664306641,380.0,3532.7999877929688,-29.600000381469727,255.0,128.0,False,-0.933827359601782,-0.09565662404634497,-0.014376355066377357,True,0.0,False,16,False,14,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-3733.10009765625,-1990.72998046875,490.3699951171875,1384.4999694824219,-21313.20068359375,-8533.800048828125,668.7000274658203,-2454.7999572753906,-1299.9000549316406,128.0,128.0,0.47284184561700804,-0.6583049578822556,-0.44728272320660784,False,24,72.0,False,False,26,,False
30,2282,67,False,False,0,2454.545029727501,-2991.830078125,3862.389892578125,300.54998779296875,17779.7998046875,1507.7999877929688,4201.000061035156,3988.699951171875,-4135.199890136719,1728.9999389648438,0.0,0.7798730355660531,-0.8103973664307491,-2.6665921963792103,76561198039309853,enpitsu,26.0,-3051.72998046875,3812.550048828125,166.77999877929688,15342.39990234375,2475.5999755859375,1195.0,-2576.400146484375,4398.500061035156,2065.0,128.0,0.0,False,0.07837017568352121,0.5966506440948257,0.5400873459748444,True,199.0,False,18,False,17,,bf81d8692db,games5425898691,24.0,157.9199981689453,1832.4000244140625,17.020000457763672,14099.599609375,3539.5999145507812,0.7999999821186066,-0.19999999552965164,0.0,-78.00000190734863,255.0,128.0,,0.009583243733777546,0.23810416766058556,5.4238072406199754e-05,True,10,False,10,91.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,17.0,-210.6999969482422,4928.31982421875,17.040000915527344,-1838.3999633789062,320.6999969482422,3.8999998569488525,0.0,-0.3999999910593033,-0.09999999776482582,0.0,128.0,False,0.01729244589864593,2.9686233725396507,2.2373652075829392e-05,True,219.0,False,16,False,14,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-2192.0400390625,1382.760009765625,16.989999771118164,6709.000244140625,21891.298828125,4.600000083446503,1.0999999940395355,3.4999999403953552,581.5000152587891,255.0,255.0,0.009581413723923168,1.2586801006499353,0.000176160733215248,True,26,236.0,False,False,28,,False
31,2331,69,True,True,0,1367.9956028447118,26.139999389648438,4129.52001953125,134.0800018310547,-11945.2001953125,28079.69970703125,9793.699951171875,466.5999984741211,3901.099853515625,-4534.599914550781,0.0,-0.739143415598056,-1.0506948838302168,0.8664255879642656,bf81d8692db,games5425898691,24.0,123.9800033569336,4001.070068359375,77.22000122070312,-10433.399658203125,15678.900146484375,3431.199951171875,3931.0000610351562,3678.9999389648438,1123.0999755859375,255.0,128.0,,-0.05037689124942642,2.149521955678012,0.011332226763200781,True,0.0,False,11,False,10,,76561198039309853,enpitsu,26.0,-329.2900085449219,3904.280029296875,17.020000457763672,14764.000244140625,-11384.200439453125,2.7000001072883606,-0.19999999552965164,-0.09999999776482582,-2010.5000305175781,255.0,128.0,False,0.016797816587503147,-0.7250770473644591,4.270731294707985e-06,True,18,False,18,155.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,17.0,327.239990234375,4823.2001953125,17.040000915527344,54.49999809265137,-4.1999998688697815,3.700000047683716,-0.7999999821186066,-5.299999713897705,0.0,128.0,128.0,False,0.016383988369186694,3.065229130351996,-3.7406259758279204e-05,True,219.0,False,16,False,14,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-1500.8900146484375,4121.06982421875,16.989999771118164,13811.300048828125,8801.799926757812,2.199999988079071,1.0999999940395355,0.5000000074505806,-525.099983215332,255.0,128.0,0.009606161092840095,0.5220756829912678,0.00018176246023699042,True,26,207.98163469632468,True,False,28,,False
32,2594,69,False,False,1,5199.6722160974,8.029999732971191,16.709999084472656,91.16999816894531,7434.4000244140625,27297.900390625,512.9000091552734,-5293.800048828125,122.79999732971191,-2821.300048828125,1.0,0.0004334867072727513,0.03170116099025351,0.05946852801467096,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-24.8700008392334,-142.9499969482422,134.44000244140625,5401.400146484375,19217.39990234375,3008.699951171875,-3045.8999633789062,-1696.0000610351562,4253.900146484375,255.0,255.0,,-0.39070936227778685,2.0335535319708984,-0.44548021659403564,True,0.0,False,4,False,3,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,3119.050048828125,-4277.75,17.719999313354492,6629.000244140625,-9139.89990234375,-525.2000045776367,1279.8999786376953,557.7000045776367,-1636.0000610351562,255.0,0.0,,-0.019809566515335632,-2.1323306466937018,-0.05752143408023606,True,4,False,4,255.0,False,,enpitsu,76561198039309853,26.0,3041.81005859375,3978.570068359375,17.049999237060547,1512.7999877929688,2195.0,2.5999999046325684,-0.5000000074505806,0.19999999552965164,0.0,255.0,128.0,,-0.016305743050075396,-0.9673120690546145,-9.130041315434483e-06,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,19.059999465942383,327.7200012207031,82.5999984741211,3698.900146484375,-22502.7001953125,2340.500030517578,5432.0001220703125,-856.9000244140625,-93.10000419616699,128.0,102.0,-0.6864889925975414,-1.61880874735076,0.13156488098927632,True,3,0.0,False,False,4,,
33,2701,73,False,False,1,7682.010599084799,3961.6201171875,-1903.81005859375,1265.8299560546875,-8309.600219726562,24807.19970703125,3464.5001220703125,-2405.0999450683594,5313.0999755859375,-1409.1000366210938,1.0,-0.04297192368237873,2.289039112822586,-0.41216149221976184,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,4009.47998046875,-2058.590087890625,1244.8599853515625,-4565.7000732421875,16080.799560546875,8315.399780273438,-3523.2000732421875,-662.6000213623047,4171.000061035156,0.0,255.0,,0.2583475956792605,1.4081433245473096,-1.3712251251554235,,70.0,False,5,False,4,,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-2565.3798828125,5.480000019073486,17.049999237060547,-14452.39990234375,2335.399932861328,2.5999999046325684,0.3999999910593033,0.29999999329447746,-32.40000009536743,255.0,,,-0.016810972295252788,0.1641435155493804,4.082894382366826e-05,True,6,False,6,,False,,enpitsu,76561198039309853,26.0,942.4099731445312,4413.8701171875,17.049999237060547,-136.49999618530273,2026.3999938964844,2.7000001072883606,0.5999999865889549,0.5000000074505806,90.9000015258789,,,,-0.01696887511372614,-1.4882114497654582,3.954780249121273e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,3893.64990234375,-153.38999938964844,26.18000030517578,4492.9998779296875,-4922.0001220703125,989.4000244140625,-356.19998931884766,-1612.2999572753906,-2342.7000427246094,,0.0,0.18180918232674592,-2.3145820558088284,0.12345952001707096,True,6,255.0,False,False,6,,
34,2773,75,False,False,0,9432.400967960286,-1911.8399658203125,-4237.5400390625,179.8000030517578,-554.7999954223633,9167.899780273438,15044.89990234375,5575.10009765625,1120.0,-1913.9999389648438,0.0,0.5697082175458107,0.6142432930325922,-2.2853857819781345,76561198039309853,enpitsu,26.0,-1859.1500244140625,-4421.759765625,87.31999969482422,-5219.2999267578125,16820.699462890625,2281.1000061035156,-4992.200012207031,2191.7999267578125,-723.3999633789062,255.0,128.0,False,0.5144679607875342,2.0560484833221806,0.4927693239749283,True,180.0,False,2,False,1,,bf81d8692db,games5425898691,24.0,-3468.080078125,-1120.9300537109375,92.54000091552734,-2856.300048828125,-16010.400390625,-479.7999954223633,4481.199951171875,-1205.5000305175781,-20.199999809265137,255.0,128.0,,-1.2362236268450422,-1.820877426248872,-0.013490837433954588,True,8,False,8,255.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,2375.169921875,1023.2100219726562,17.049999237060547,-13950.6005859375,2048.5000610351562,2.5999999046325684,-0.3999999910593033,0.0,22.59999990463257,255.0,128.0,False,0.016758899004045286,2.9985946040372267,-3.7425915518279706e-05,True,217.0,False,6,False,6,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-2751.469970703125,-2167.590087890625,1218.6500244140625,5980.8001708984375,-16693.900146484375,-8875.800170898438,-2691.099853515625,3286.7001342773438,3493.5000610351562,0.0,128.0,0.5912131078923704,-0.2908865436749586,-2.5363332794793716,True,4,55.75107083269345,True,False,6,,
35,2892,80,False,False,1,4789.468304348332,2137.39990234375,514.2100219726562,406.3500061035156,14489.300537109375,16190.30029296875,675.1999664306641,404.7999954223633,-5693.599853515625,1848.800048828125,1.0,-0.21558507706259872,-0.6541300610484599,-1.3628740051853416,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,2007.52001953125,351.6000061035156,308.9100036621094,13989.599609375,5914.6002197265625,-120.60000419616699,507.90000915527344,3994.2001342773438,3746.6000366210938,255.0,0.0,False,0.04369358250381925,1.9155954732570868,1.3931584723123134,True,158.36567740799282,True,8,False,7,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-1422.7099609375,2351.52001953125,55.33000183105469,2114.1000366210938,-7642.1002197265625,-1974.7000122070312,3101.7999267578125,-484.1999816894531,-1456.1000061035156,255.0,0.0,,0.8378089445459904,-2.7176125033947836,-0.22441003640756677,True,8,False,10,0.0,False,,enpitsu,76561198039309853,25.0,1366.489990234375,3024.219970703125,17.049999237060547,-6535.5999755859375,11714.100341796875,3.100000023841858,-0.5999999865889549,1.1999999731779099,-2015.8999633789062,255.0,0.0,False,-0.016739693531882496,1.0954608726918216,-0.00020751193719497268,True,241.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,2059.93994140625,3839.510009765625,17.0,9121.300048828125,-8606.099853515625,3.400000035762787,-2.0000000298023224,2.0999999344348907,1549.2999267578125,255.0,158.0,-0.009546718757621616,-2.456508253548279,-9.955231945300525e-05,True,8,255.0,False,False,8,,
36,2928,81,False,False,0,8222.616087949875,-3982.739990234375,-2481.25,194.92999267578125,-24552.099609375,3954.89990234375,21394.19921875,3300.10009765625,5001.7999267578125,-300.6999969482422,0.0,-0.7094822349133153,1.2393444176814283,-0.833804048332307,bf81d8692db,games5425898691,24.0,-3787.22998046875,-2517.639892578125,137.25999450683594,-18733.299560546875,8604.89990234375,1720.8000183105469,1699.4000244140625,-4732.699890136719,2227.7999877929688,255.0,242.0,,0.010012638750277508,2.5916121334136317,-0.3404814618089143,True,224.6400086418275,True,10,False,9,,76561198039309853,enpitsu,26.0,-2161.820068359375,-4271.8701171875,17.049999237060547,-9862.19970703125,-8872.19970703125,3.1999999284744263,-1.1999999731779099,-1.2999999523162842,-2146.199951171875,255.0,0.0,False,0.01674398213812326,-2.453640145715234,-0.00017382559755603852,True,2,False,2,241.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-3705.860107421875,-1208.8900146484375,40.47999954223633,-12681.600341796875,-6555.999755859375,-5156.5997314453125,-624.0000152587891,-835.1999664306641,614.3999862670898,128.0,128.0,False,-0.570142296731943,-2.7486065816427243,-0.13376903128576265,True,128.0,False,8,False,8,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,965.7100219726562,-941.5800170898438,94.02999877929688,-4961.600036621094,16182.60009765625,-167.80000686645508,-5258.2000732421875,-1612.5999450683594,0.0,255.0,128.0,1.074274999731671,-1.2731953176873592,-3.141579312062046,True,9,0.0,False,False,12,,
37,3102,87,False,False,0,6994.780384174651,258.1199951171875,-1758.9100341796875,559.9000244140625,-5201.199951171875,27549.599609375,6203.2000732421875,4430.0,3293.0999755859375,2351.6000366210938,0.0,0.6805551434903333,1.78150158851263,1.7584071322049941,76561198039309853,enpitsu,26.0,309.9100036621094,-2009.3800048828125,435.2300109863281,1456.9999694824219,22775.90087890625,2852.0999145507812,-2397.4000549316406,-293.700008392334,-401.8000030517578,255.0,255.0,,-0.892405697120538,1.9005586770597427,-0.4221256952525783,True,166.0,False,4,False,3,,bf81d8692db,games5425898691,24.0,-1589.969970703125,-4144.16015625,17.010000228881836,11253.800048828125,-6987.5,2.3000000417232513,-0.09999999776482582,-0.09999999776482582,2243.000030517578,255.0,255.0,,0.009586913348006907,-0.490634190163662,1.899914328469992e-05,True,10,False,10,244.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,3712.610107421875,-2992.080078125,17.049999237060547,-1348.800048828125,21525.400390625,-1.1999999731779099,0.0,0.0,2062.100067138672,255.0,255.0,,0.01676458096821356,1.7103992696898986,1.8759607764535496e-06,True,192.37610309354721,True,10,False,10,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,1639.52001953125,3943.47998046875,17.020000457763672,-13137.7001953125,5412.7001953125,0.9000000357627869,-4.799999892711639,-0.3999999910593033,575.0,0.0,255.0,0.009818937904724488,2.7605434474967865,-5.3149859310666733e-05,True,12,212.0,False,False,14,,False
38,3211,91,False,False,0,1794.8160890323602,-1290.3399658203125,3389.0400390625,244.58999633789062,8994.099731445312,-6222.2998046875,1323.0000305175781,-1495.7000732421875,-5237.9998779296875,-2515.0999450683594,0.0,0.7980354927929202,1.0860873875793167,2.6032150360013073,76561198039309853,enpitsu,26.0,-1430.780029296875,3382.760009765625,103.0999984741211,4798.399963378906,-3550.2999877929688,75.70000171661377,3269.7000122070312,4422.5,0.0,128.0,128.0,,-1.363332104403916,2.5047739630483306,0.00018875112484503855,True,227.0,False,6,False,5,,bf81d8692db,games5425898691,24.0,-1058.8399658203125,659.97998046875,17.010000228881836,-2065.399932861328,15612.7001953125,1.899999976158142,0.0,-0.19999999552965164,0.0,255.0,128.0,,0.009594338653478236,1.702348457061729,2.031353660479175e-05,True,10,False,10,241.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,493.1700134277344,4600.58984375,17.049999237060547,-7526.300048828125,5973.499755859375,3.400000035762787,0.29999999329447746,-0.29999999329447746,1830.3999328613281,0.0,255.0,,0.01729269647982602,2.5175581201892445,2.8395098321710526e-05,True,220.0,False,10,False,10,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-3162.39990234375,3380.280029296875,17.010000228881836,-2555.0,11600.799560546875,2.5999999046325684,0.0,0.5000000074505806,-2561.7001342773438,255.0,0.0,0.009561998343028472,1.6945736300430674,1.1587791731275519e-05,True,12,155.0,False,False,16,,False
39,3246,93,False,True,0,2520.242452293779,-266.6199951171875,2699.610107421875,161.66000366210938,-529.1999816894531,19200.899658203125,7859.89990234375,4725.899963378906,-1051.9999694824219,3543.800048828125,0.0,-0.16220127856552644,1.3539934046822146,-2.505093836099823,bf81d8692db,games5425898691,24.0,-161.25,2615.2099609375,83.18000030517578,14477.19970703125,15691.700439453125,1526.199951171875,-5011.600036621094,-1782.5,1398.5000610351562,255.0,249.0,,0.20161764488650413,0.5794839734524622,-0.5606137696264428,True,184.0,False,12,False,11,,76561198039309853,enpitsu,26.0,-1097.9200439453125,3051.840087890625,17.049999237060547,-2885.8999633789062,2878.699951171875,2.7000001072883606,-0.5999999865889549,-0.5000000074505806,0.0,255.0,0.0,,0.016553693769370242,2.3574608464216342,-2.007413910547137e-05,True,6,False,6,227.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,252.39999389648438,4664.06005859375,17.049999237060547,808.7000274658203,-79.29999828338623,2.5,-0.29999999329447746,-1.7000000178813934,-2.7000001072883606,0.0,128.0,False,0.01691101851598543,3.04331527870956,-1.6046632186568023e-05,True,220.0,False,10,False,10,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-2300.260009765625,4504.259765625,17.010000228881836,14405.699462890625,1978.8999938964844,1.899999976158142,-0.5000000074505806,0.0,-16.299999952316284,255.0,128.0,0.00958219398581601,0.13408253669276685,6.482204707564961e-05,True,12,229.0,False,False,16,,False
40,3337,96,False,False,0,911.4369914493689,-205.88999938964844,4544.6298828125,682.989990234375,9905.800170898438,7773.599853515625,7278.599853515625,3879.2001342773438,-1092.0999908447266,940.1999664306641,0.0,-0.4365644811733944,-2.06688779105913,1.34996790642639,76561198039309853,enpitsu,26.0,-294.3399963378906,4437.5,519.9000244140625,5883.900146484375,6214.69970703125,4714.599914550781,-1266.1000061035156,2638.699951171875,-3096.6000366210938,255.0,255.0,False,-1.44705962547631,0.6329016943993729,-0.5689330425764302,True,133.0,False,8,False,7,,bf81d8692db,games5425898691,24.0,1404.8499755859375,2483.669921875,17.010000228881836,-13305.50048828125,-4958.800048828125,2.199999988079071,1.899999976158142,0.7999999821186066,-1284.9000549316406,255.0,0.0,,0.0096003035034547,-2.7874878099375553,-0.00020591102277419057,True,12,False,12,184.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,-50.720001220703125,4513.64990234375,623.3499755859375,280.40000915527344,-2899.89990234375,-250.10000228881836,1394.7000122070312,-5311.7999267578125,-297.7000045776367,255.0,128.0,,1.2597126461150134,-3.0541887516027213,-0.17775730017063934,True,106.0,False,12,False,11,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-271.1199951171875,4798.93017578125,524.8599853515625,-1569.2999267578125,-3041.400146484375,1999.9000549316406,207.00000762939453,-2231.6000366210938,2352.5999450683594,128.0,255.0,0.29575275851028093,-2.028962108680939,-0.1092447289772007,True,12,145.0,False,False,18,,
41,3406,98,False,True,0,2725.2479275502324,1674.8399658203125,4235.7001953125,149.8800048828125,-14203.199462890625,13817.7001953125,2680.2999877929688,1853.800048828125,-721.2999725341797,5660.5999755859375,0.0,1.0035549508418617,0.2758396179849202,-1.7365066473504491,bf81d8692db,games5425898691,24.0,1782.6199951171875,4146.91015625,58.65999984741211,2328.3999633789062,16768.699951171875,2954.89990234375,-3113.900146484375,-2886.0000610351562,981.6000366210938,255.0,246.0,,0.03231154340752261,0.9979494573546834,-0.050453395691017554,True,209.0,False,14,False,13,,76561198039309853,enpitsu,26.0,775.3599853515625,5587.31005859375,26.959999084472656,-2997.0001220703125,-2484.199981689453,-450.2000045776367,712.5,863.4999847412109,52.30000019073486,255.0,255.0,False,0.049979410813844584,-2.5036005799801258,0.0007735595792657886,True,8,False,8,133.0,False,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,295.1300048828125,4521.06005859375,17.040000915527344,4047.0999145507812,9345.900268554688,4.600000083446503,0.19999999552965164,1.2999999523162842,-1812.7000427246094,255.0,0.0,False,0.01667182972527804,1.1698632084209766,-0.00036692131904442497,True,105.0,False,12,False,12,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,-137.9600067138672,4333.6298828125,17.010000228881836,5651.7999267578125,6528.499755859375,2.0999999344348907,-1.5999999642372131,-1.8000000715255737,491.8000030517578,255.0,128.0,0.009512291096103848,0.8910682489884757,-0.00012647280017654073,True,12,130.0,False,False,18,,
42,3423,99,False,False,1,10270.178688755619,-863.7100219726562,-4978.2998046875,233.1199951171875,-1053.0999755859375,15320.6005859375,6352.7001953125,3780.8999633789062,4377.799987792969,-1593.3000183105469,1.0,-0.6361692496252843,2.748657213653393,-1.995387999771417,5803f8ddea8b4e339834f6e8cdcedd07,KidBuuJohan,16.0,-730.0700073242188,-5044.91015625,102.0999984741211,-2174.7999572753906,-10710.6005859375,78.69999885559082,4523.500061035156,3097.9998779296875,435.09998321533203,255.0,255.0,False,0.041523431611688956,-0.5600056947588722,-1.2665774327055233,True,105.0,False,14,False,13,,2c599168fea841bfa07cd37d5736a030,TrumpyNL_2,7.0,-274.80999755859375,-4606.81982421875,17.010000228881836,-465.60001373291016,-1202.3999786376953,1.8000000715255737,1.2999999523162842,0.29999999329447746,-1743.800048828125,0.0,255.0,False,-0.009854083505028519,0.5408848318419449,-0.0002182566148696951,True,12,False,18,130.0,False,,enpitsu,76561198039309853,26.0,-553.1199951171875,-5223.169921875,16.780000686645508,1316.3999938964844,11325.400390625,42.89999961853027,-40.0,-2.0000000298023224,759.4999694824219,255.0,128.0,False,-0.013955293526298766,1.6320905377148909,6.832561732244213e-05,True,89.09261912684286,True,8,False,8,,games5425898691,bf81d8692db,24.0,-2022.5,-5013.81005859375,77.80999755859375,-2910.7000732421875,-8595.499877929688,3828.2000732421875,1981.6000366210938,3668.3999633789062,-3586.7999267578125,255.0,0.0,0.18571146931648294,-0.6895949945631792,1.8680383315068239,True,14,209.0,False,False,14,,
43,3476,101,False,False,0,3612.1721589646877,1065.81005859375,2107.0,234.16000366210938,11480.899658203125,-636.8000030517578,2407.7000427246094,-1548.6000061035156,-5770.4998779296875,549.900016784668,0.0,0.19225304835886095,-2.813883623085078,-2.8657731959401116,76561198039309853,enpitsu,26.0,1012.239990234375,2021.27001953125,153.80999755859375,16893.199462890625,-10268.900146484375,2979.8001098632812,-4040.7998657226562,3703.699951171875,451.30001068115234,128.0,255.0,False,0.03754770230376094,-0.7076005628437825,-0.6537516742031706,True,10.0,False,10,False,9,,bf81d8692db,games5425898691,24.0,2719.93994140625,3016.8798828125,16.989999771118164,4488.299865722656,-22069.3994140625,2.199999988079071,-0.3999999910593033,2.0000000298023224,347.5,255.0,128.0,,0.009603986958701172,-1.3494877333145603,-7.610821429467436e-06,True,14,False,14,90.42907523339805,True,,KidBuuJohan,5803f8ddea8b4e339834f6e8cdcedd07,16.0,864.7100219726562,5490.2998046875,85.44000244140625,-2250.500030517578,-6602.39990234375,-4710.7000732421875,993.8999938964844,4815.899963378906,-1565.5999755859375,255.0,0.0,False,0.6445548216155628,-1.9597389065577848,1.0782640371966177,True,105.0,False,14,False,14,,TrumpyNL_2,2c599168fea841bfa07cd37d5736a030,7.0,990.8200073242188,3257.419921875,17.010000228881836,9423.300170898438,-9972.000122070312,2.0999999344348907,2.0999999344348907,1.7000000178813934,42.39999771118164,0.0,128.0,0.009744426914939324,-0.8080263701053227,-2.9690865772613955e-05,True,12,41.0,False,False,18,,False
